Sample	F-1	F-2	F-3	F-4	F-5	F-6	F-7	F-8	F-9	F-10	F-11	F-12	F-13	F-14	F-15	F-16	F-17	F-18	F-19	F-20	F-21	F-22	F-23	F-24	F-25	F-26	F-27	F-28	F-29	F-30	F-31	F-32	F-33	F-34	F-35	F-36	F-37	F-38	F-39	F-40	F-41	F-42	F-43	F-44	F-45	F-46	F-47	F-48	F-49	F-50	F-51	F-52	F-53	F-54	F-55	F-56	F-57	F-58	F-59	F-60	F-61	F-62	F-63	F-64	F-65	F-66	F-67	F-68	F-69	F-70	F-71	F-72	F-73	F-74	F-75	F-76	F-77	F-78	F-79	F-80	F-81	F-82	F-83	F-84	F-85	F-86	F-87	F-88	F-89	F-90	F-91	F-92	F-93	F-94	F-95	F-96	F-97	F-98	F-99	F-100	F-101	F-102	F-103	F-104	F-105	F-106	F-107	F-108	F-109	F-110	F-111	F-112	F-113	F-114	F-115	F-116	F-117	F-118	F-119	F-120	F-121	F-122	F-123	F-124	F-125	F-126	F-127	F-128	F-129	F-130	F-131	F-132	F-133	F-134	F-135	F-136	F-137	F-138	F-139	F-140	F-141	F-142	F-143	F-144	F-145	F-146	F-147	F-148	F-149	F-150	F-151	F-152	F-153	F-154	F-155	F-156	F-157	F-158	F-159	F-160	F-161	F-162	F-163	F-164	F-165	F-166	F-167	F-168	F-169	F-170	F-171	F-172	F-173	F-174	F-175	F-176	F-177	F-178	F-179	F-180	F-181	F-182	F-183	F-184	F-185	F-186	F-187	F-188	F-189	F-190	F-191	F-192	F-193	F-194	F-195	F-196	F-197	F-198	F-199	F-200	F-201	F-202	F-203	F-204	F-205	F-206	F-207	F-208	F-209	F-210	F-211	F-212	F-213	F-214	F-215	F-216	F-217	F-218	F-219	F-220	F-221	F-222	F-223	F-224	F-225	F-226	F-227	F-228	F-229	F-230	F-231	F-232	F-233	F-234	F-235	F-236	F-237	F-238	F-239	F-240	F-241	F-242	F-243	F-244	F-245	F-246	F-247	F-248	F-249	F-250	F-251	F-252	F-253	F-254	F-255	F-256	F-257	F-258	F-259	F-260	F-261	F-262	F-263	F-264	F-265	F-266	F-267	F-268	F-269	F-270	F-271	F-272	F-273	F-274	F-275	F-276	F-277	F-278	F-279	F-280	F-281	F-282	F-283	F-284	F-285	F-286	F-287	F-288	F-289	F-290	F-291	F-292	F-293	F-294	F-295	F-296	F-297	F-298	F-299	F-300	F-301	F-302	F-303	F-304	F-305	F-306	F-307	F-308	F-309	F-310	F-311	F-312	F-313	F-314	F-315	F-316	F-317	F-318	F-319	F-320	F-321	F-322	F-323	F-324	F-325	F-326	F-327	F-328	F-329	F-330	F-331	F-332	F-333	F-334	F-335	F-336	F-337	F-338	F-339	F-340	F-341	F-342	F-343	F-344	F-345	F-346	F-347	F-348	F-349	F-350	F-351	F-352	F-353	F-354	F-355	F-356	F-357	F-358	F-359	F-360	F-361
P011	0.402152371	0.835592656	0.806724185	1.862786346	0.180791704	-0.26065101	0.946546143	0.869895932	0.917515258	0.345443149	0.743110451	-0.004821374	0.766929393	3.181307611	0.918336355	1.027173641	0.823571529	1.44614434	0.513785872	0.087871623	1.503081986	0.306474515	1.359786512	0.147152346	0.934513246	0.268153149	0.413550638	0.480382634	-0.703822038	1.430349177	1.100365335	1.154372416	2.093769791	-2.017937247	0.070484351	-0.350613988	0.403614936	-0.080381148	-0.264998641	-0.700824942	-0.212255989	0.634482725	1.265492374	0.424171811	2.005336977	1.644002024	1.004878193	1.163057804	1.260923631	1.395921271	1.117624365	0.536928428	1.045830404	1.562951689	-0.297805358	1.053432958	0.698097576	1.060353013	0.941129091	-0.105804418	0.815999934	-0.39955806	-0.281099106	1.01398346	0.552659695	0.421064393	1.417693987	2.034831306	1.680556248	0.363247256	0.451780693	-0.470232165	2.51629263	0.906050073	-0.837577237	0.90640064	0.497216326	-0.870324652	0.5260518	-0.519769851	1.780533686	0.000686677	1.317070839	0.063103625	0.911010085	0.747655619	0.351279985	0.012126078	0.440634301	0.00170277	0.156389015	1.256757656	0.45858887	-0.094543955	0.650825288	0.217407454	0.881363419	1.036040992	0.699238305	0.713421752	0.599244982	1.140059173	-0.136010123	1.008787019	1.21760794	-0.115379672	-0.243600306	0.864976164	0.308153331	1.135160465	0.455685176	0.79867055	0.440882592	0.822537238	-0.114487532	1.749733425	0.858728203	0.972755641	0.545771852	0.805257022	0.095977392	1.611498697	0.675131507	-0.149659583	0.495406509	0.197385979	1.680561628	0.453199784	-0.283447983	1.6185914	0.444759156	0.390770892	1.527284275	-1.035050267	-0.249770877	0.954618147	1.788698646	2.045389357	0.0403733	0.487674764	2.289853152	-0.519414254	0.721092117	0.227311028	1.193970229	0.829575988	1.913264035	-0.000198427	2.164822133	1.853956399	0.093920297	1.511167827	-1.033578492	0.596286445	0.916133291	0.752486616	0.558983748	1.393198341	1.366173402	1.918858111	0.891969782	0.330395304	0.722961065	2.69363649	-0.950745892	0.599123652	0.074061272	0.431845114	-0.08454913	2.312146071	0.729851549	0.282930819	-0.959946585	0.291464615	3.916291377	0.851002941	0.601652858	-0.658158714	0.288710094	2.334363644	0.721355594	1.985521307	-0.778670259	0.007954482	1.625484563	0.648967722	0.778447368	0.548063677	1.914696064	-0.772733956	1.27265777	0.015518284	1.085345598	0.563607914	-0.036384068	0.57449723	1.987924023	1.327084581	0.921651286	1.246060182	2.579402229	-0.922371259	1.48517617	1.903313334	1.101599099	0.713140308	-2.16141476	1.156410174	1.143727348	1.023693458	0.71406904	2.920639631	1.167306887	0.710257114	-0.107227877	0.345680976	0.711721142	-0.014698093	-0.01472773	1.620862064	1.554314491	0.795035387	1.694371667	0.124641284	0.97564601	2.28530545	3.830642264	0.571940502	1.660224116	1.424971239	1.30411166	0.801195481	0.974723221	1.493765336	1.119979216	1.342522254	1.341691124	1.618744534	0.677347601	1.022119356	0.832250832	1.138598356	0.725451288	1.096053702	0.107817698	0.728368323	1.017996041	1.133538422	1.123151366	0.0948209	0.035711046	-0.216310318	0.093385605	0.255385111	0.101810681	1.227056782	1.194429688	0.285170207	-0.041458653	0.169674101	0.447284683	1.337447723	1.177183078	-1.458512072	-0.748012278	-0.945730974	0.081743229	-0.673686196	0.166277858	-0.138109298	-0.321604823	-0.211703885	-1.649921373	0.970030386	-1.557243652	-1.347447557	-0.71675215	0.244855158	-0.722092977	0.580520719	-1.229852101	-0.428766598	0.187156976	-0.337137218	-3.656857298	-0.429773237	0.476207933	0.206431129	0.388461699	-1.56559684	-0.644855824	-0.030884663	-0.915194706	-0.8119982	-2.268251793	-1.102649538	-0.326658611	-0.445499691	-1.386068166	0.109715263	-1.327542037	-1.918231878	1.073494543	-0.855399167	-0.847725445	-0.678943061	-0.646329779	-0.240697834	0.086037798	-0.123916327	-0.373879119	-0.566486089	0.347392357	-0.177096527	-0.357647726	-1.606129353	-1.045654469	-0.445559248	-0.440705683	-1.01990928	-0.429816248	-1.305305666	-0.005161553	-0.306501694	-1.367260928	-1.41094067	-1.249374739	-0.534013708	0.169802117	-1.340270681	-0.06751343	0.087899172	-0.631476067	-0.845712076	-0.691243186	-0.067236126	-1.723411133	-1.306996681	-0.828572513	-1.171146849	0.049003818	1.03765522	-0.866131487	-1.164563608	-1.685591808	-1.231792214	-0.108729872	-0.647078407	-1.128388741	-2.367994074	-1.214821553	-1.015225137	-0.961648581	0.254639888	0.138797924	-1.092578206	-0.676626846	0.63580623	-1.689249966	-0.050007458	-1.810937481
P096	-1.659933512	-0.675134108	0.572896765	0.341084985	0.099089994	0.775931271	-1.428208802	-0.003075596	1.075310508	2.139050718	-0.052261919	0.488886879	-0.321870007	-1.280803408	0.970301559	-0.776527077	0.153212151	0.708999143	-1.100333059	0.238736936	-1.649452343	-0.934013727	0.752652052	0.802473125	-0.617715308	0.701551032	0.827530368	1.580336574	1.614050115	-1.077355933	0.670614441	0.201022749	0.53602041	1.760613313	0.25779052	0.608270515	0.464941441	0.560032425	1.63680022	1.531922973	1.5010336	0.489944967	0.418874667	0.570974537	0.309776104	0.783819434	-0.108951281	0.298596328	0.107007645	0.545410351	0.669770262	0.348315428	-0.702943407	-0.932458926	0.021814755	1.249586611	0.135865948	0.918964391	-0.117442859	1.865075391	0.878962622	2.783934294	1.67019682	0.546893788	0.443542291	0.175696289	-0.111350361	-0.744124081	1.255949083	0.872337788	0.445254226	0.520401874	1.651716512	0.390834972	0.920245006	0.523513626	0.965347149	1.578106873	0.1733517	0.92922491	0.989174318	0.207787932	-0.760874268	1.003516574	-0.192698506	0.66055123	-0.013058087	0.390369038	-0.690446283	2.470748641	0.145551746	-0.410597219	-0.040452888	1.267362989	0.879536606	0.827260036	1.260681822	0.384285757	-0.047581984	0.424879166	-0.204218646	-0.041041327	1.051078245	-0.129660827	0.548530812	0.92645536	0.707665991	2.571377404	0.392926346	-0.482271774	-0.474991479	-0.447219032	1.645640255	0.153932209	1.404392901	-0.708415921	0.277530665	-0.474270426	1.537956463	0.173188913	0.489211741	-1.102375329	1.226952278	0.185562376	1.201970326	0.208171205	2.246429926	1.760995522	0.761222522	-0.68707524	0.790460659	0.191180841	0.60217503	-0.222870613	2.443512662	1.269114076	1.893188973	0.786663118	-0.280590631	0.439957923	1.748860624	-0.21292874	-0.267672945	0.362006738	1.448571991	0.197925115	0.593859107	1.61285132	1.715508988	-0.262107774	2.042909626	1.165636034	2.339132999	-0.276222029	0.111424725	1.432810212	2.705583617	0.620288809	0.720779303	0.799901712	1.409439743	1.610984441	1.915402346	1.475563397	0.915418666	2.729237818	-0.704905408	0.726508488	-0.450871378	1.301374848	0.004251657	0.532058526	0.451192154	0.346852014	0.641386592	0.220950251	0.099369719	1.703025374	0.359421811	1.41193756	0.583761424	1.509368291	3.304628051	3.367798019	1.069840582	0.42029676	1.523737801	1.166943154	2.173392588	0.413717099	-0.099547402	1.018572124	0.314659865	1.121097446	0.434317721	0.367189204	0.215833217	0.402638523	-0.50299088	0.454821005	0.80967432	1.339957173	0.953870053	0.234939105	-0.191511906	0.192465249	-0.907742521	1.921096829	1.503581407	0.75329432	-0.504768112	1.106337611	0.835684406	0.429974561	2.80067873	1.079205763	2.970039334	0.947927603	0.47046686	0.653542543	0.313212252	-0.922548146	0.479174915	-1.434115379	0.723055039	1.442793963	0.973846824	0.761609746	0.631553458	1.879001412	-0.080489446	0.39687036	1.081758247	0.374173799	0.965306483	0.056137044	0.254337873	0.533259791	1.118624185	1.089691578	1.206285657	3.160468087	1.766582498	1.353047924	0.772128182	0.170729519	0.052274255	0.380157758	1.297820553	0.910950207	-0.709526187	-0.011621576	0.472319768	1.90935732	-0.322278029	0.282855347	-0.018291962	1.340042807	1.489746913	2.524119923	0.427085536	0.550378897	3.958299589	0.981994963	0.089255063	0.168784622	-0.680350989	3.71454864	3.633842641	-0.599474661	-0.063854717	0.153771144	-0.46623394	-1.818286951	0.036189669	0.500138802	-0.037528202	0.660885643	-0.938497355	1.560831618	0.331373616	0.050402335	-0.146949036	0.967756409	2.992163925	-0.146197007	-0.465774583	-1.614498909	0.80399539	0.889823855	1.192744487	-0.753451284	0.188921003	-0.876948184	0.277833185	-0.698625871	0.30817112	-0.820386589	-0.375389053	3.497863433	-0.222060979	3.944722969	0.374796022	0.140180627	0.950472097	-0.139938638	0.002959148	0.904621146	3.842542252	2.843142174	0.274160981	0.475336446	-1.539825644	-1.161152951	-0.779713538	0.483142102	2.565688233	-1.287791065	-0.541946872	0.672216206	0.100430681	-0.501990357	0.284825215	-1.005692298	-0.198554779	-1.319952782	1.338682115	-0.174314724	-0.499881543	-0.059846582	2.462806097	1.437353902	-0.336322716	0.280903815	-0.208546522	0.125259014	-0.998161107	-1.74011895	-0.699157597	0.665434657	2.360381501	-0.44296519	0.150936993	2.903278238	0.356315086	0.451240683	-0.120230889	-0.008467205	-0.211012434	0.840377802	0.626534755	0.889243502	-1.622414443	-0.018153233	-0.347794942	-0.193179115	0.6700374	-0.624085603	-0.196942134	0.629879641	0.354484547
P097	-0.758872699	-0.59735075	0.292231071	0.934206308	0.262943749	0.723020119	0.105572381	0.047157248	0.766420424	1.719606721	0.882911962	0.504784496	0.433608598	1.296862742	0.578955812	0.800774142	0.336686348	1.391641046	0.605461342	-0.057837444	1.028776522	-0.023791315	0.578791978	0.333984312	0.997388875	0.249906211	0.791670514	2.084714468	2.152174807	-0.295592154	0.046850678	-0.207519471	0.592610232	2.213060421	0.833713899	0.029822775	1.108607619	-0.48538872	3.343233984	0.79256921	0.796033428	1.402007677	0.28870652	0.223515374	-0.441561575	0.685683765	0.274941063	-0.014928942	0.416145055	0.722177103	1.151497032	-0.524597187	-0.542664838	-0.555409067	1.033709899	0.005121474	0.346968837	0.074325622	0.489230316	1.697204481	0.395153099	1.442984592	1.203018268	-0.088879644	0.186261863	1.463925473	-0.914439526	1.188620911	1.073899233	0.019968651	0.018204442	0.752700963	2.499559448	0.483241122	-0.413163633	0.106739397	0.704971501	1.161133121	-0.164197786	1.486413067	1.339421388	1.25147023	-0.170870259	0.340487216	0.169084856	0.857776658	0.343699092	0.609039244	0.014210504	1.301245021	-0.296839604	0.244489743	0.269542042	0.327512435	0.694555151	0.668346772	2.06508511	0.516864901	1.779809326	0.073298175	1.013059431	0.879307774	1.542306527	0.263675241	0.604724944	-0.534419192	0.1747022	1.976603144	1.006634213	2.52978584	-0.302599177	0.061590573	0.927824457	0.580837945	0.11607287	1.227077858	-0.015524402	0.088334576	1.078014299	0.389649743	0.863162616	1.064897148	1.523765908	0.011738794	0.563129863	0.646366045	2.509948724	0.955143858	2.432829809	-0.448067366	2.009848925	0.352214796	0.137680357	0.167706858	1.361336917	1.854483309	1.389683108	1.259207092	0.839513319	1.717264474	0.413656007	0.05454475	1.261993328	3.149572791	1.497470046	1.134534815	0.205289867	0.757506821	0.115081407	1.24305353	3.416953573	1.341285418	1.475999907	0.642878849	0.270785722	2.028848837	1.912583303	0.440204388	0.908217042	2.020092659	0.66513306	1.010359659	1.717265144	-0.410374886	0.800612255	1.45278863	0.491034708	0.54831315	0.304393944	-0.181517189	0.390890682	3.344855402	-0.591638164	1.012333448	-0.289957175	1.177595345	0.915976425	0.408483496	0.597746624	1.90414117	0.722871909	1.402137225	2.068055379	1.419731539	1.302074884	0.861044668	1.172564196	1.93803643	2.225397828	0.49560253	1.486001855	0.468081614	-0.036480812	0.506610672	0.468959657	0.653525109	0.76055671	0.599887389	-0.044014481	1.995360444	0.581852136	-0.302200792	0.642840425	0.729270624	-0.082324554	0.10194507	1.663783157	2.513573188	1.424085061	0.709483511	-0.177265449	0.243645221	0.846241684	0.029697344	2.629577432	-0.202983492	1.292861933	1.492560562	0.885590905	2.018208406	-0.017077286	0.500169287	1.044626859	-0.516231691	0.142029961	0.323491522	-0.361265286	0.019978735	0.845943524	1.745335659	0.409503109	1.231152163	1.520134843	1.003883464	0.751131848	1.053729196	0.78279396	1.642337043	1.335924742	1.547705889	0.996511658	1.733534026	1.200251318	1.369558056	-0.190491229	2.057089416	-0.198328934	0.656644231	1.272143766	2.261189733	0.093656257	0.882481673	0.248156013	1.979997594	1.339345099	-1.17534663	-1.225724378	1.141192269	0.265210514	2.993904588	1.10807912	0.438392163	2.142982841	-0.171150719	-0.005830399	0.182067722	0.76802782	2.792334536	6.039985163	-0.163876988	0.197969059	-0.032889014	-1.187265976	-0.117301828	-0.764083652	-0.275137487	-0.136347133	0.724844294	-0.167176698	1.02077937	-0.125233654	-0.125293517	0.294645855	1.561341633	2.157178703	0.154242469	0.439395139	-0.548524812	0.265526875	1.417249346	0.179737868	-0.558890967	-0.377387986	0.423057337	-0.514955923	-0.058152654	1.066628326	-0.626469284	-0.526581527	2.674278536	0.564372542	2.823303013	0.498813084	-0.67102548	0.159120472	0.59021406	-0.281128943	0.078075327	1.675949624	1.328564263	-1.386597726	-0.071038488	-0.492707358	-0.252691586	-0.406502007	-0.329028606	0.389090661	0.396592912	0.001559507	0.02568359	-0.860283154	-0.235240014	1.699321762	-0.696283834	-0.133493506	-2.25781721	-0.365050543	-0.06825762	-0.388620282	-1.157408215	1.251356758	1.13988962	-0.050463714	-0.359127945	-0.339411695	0.095118364	0.53188593	-0.512243668	-0.25299377	-0.074672425	2.381935343	0.00731467	-0.335704709	0.54236891	-0.932972636	0.103028558	0.100746511	-0.726114539	-0.408123549	1.143293211	0.670604246	-0.686914548	-0.764653452	0.442602545	-1.032073612	0.442208391	-0.141781074	0.049049361	-0.565177333	0.547498796	-0.878641566
P041	0.571352312	-0.01152569	-0.62019272	0.866774744	-1.061067213	-1.14695099	-0.215525446	-0.112238615	0.662403015	-1.509531204	-2.125125961	-1.286129089	1.092880761	-1.705077414	0.027374485	-0.008544566	-0.767861679	-0.519633377	-0.116507665	-0.436045168	2.861071512	-1.331884483	-0.222156638	1.001203774	1.60635323	1.723026641	1.672784996	0.754065608	-0.457819353	0.016292559	1.636961791	0.75186704	-0.240528074	-1.884096766	-1.653808788	0.026601102	-0.014396088	-0.163977559	0.466433364	0.900116138	0.114171751	0.24371813	1.313682637	-0.056230964	-0.290294332	-0.021540958	0.527517233	1.246517796	-1.412798652	-1.119101405	0.713097008	-0.284618632	-0.405624973	-0.219722483	1.299305344	0.201999511	0.145357666	0.702943881	-0.428163195	-1.865934401	0.826012469	2.052134263	0.857684969	0.333667231	1.517548776	0.294551105	1.160781937	-1.092341714	0.177918195	0.874093688	1.652492816	-0.030251789	-0.474263958	-0.072117658	0.979845901	0.055397542	-2.313567548	-2.59996757	0.925351561	-1.418694507	-0.848193658	-0.014449404	0.437320501	0.295326665	-1.074756768	0.063402953	-0.762885868	-1.996038337	-0.482327916	-1.843542473	1.479522478	-1.850655465	-0.368614513	0.939473832	-0.017650905	1.650262257	0.43746336	-0.853457101	-0.955717304	0.256870724	-1.427196855	-0.775752349	-0.536900444	-0.413488649	-0.212980452	1.519947662	0.852455993	-1.421726749	-1.1823038	1.122067812	0.186579491	-0.624830439	0.200595861	-0.847057268	0.620048525	-1.829042199	-0.439841417	0.565124382	-0.11786888	-0.879150856	-1.432050073	1.754552009	0.671885183	1.092436888	2.678591656	0.79127434	0.008430767	2.074814575	2.014688567	1.803881848	0.794133862	2.279960825	2.219524318	1.003486272	2.095694835	1.830878812	1.638869476	2.922442478	1.554784576	0.968482389	5.274720097	3.107995982	2.209658812	0.871620058	2.475128812	1.270713041	1.656262162	1.24448706	3.8744795	1.677626205	2.294027713	0.619151358	2.697427352	3.584202844	1.328512589	1.329979326	1.946462261	2.328230704	2.863565423	1.975796414	4.607850129	1.784677765	2.157185876	0.342370233	3.455601166	1.48100439	1.339707016	2.534405862	2.913736254	0.433447524	1.219399588	1.915576368	5.18066467	3.690016863	2.796886696	4.347569778	2.320611515	2.08797578	1.724135536	1.86083656	0.848490322	0.114682722	3.096875811	2.095482854	2.082548531	2.968069774	3.998278317	2.316694099	1.232146052	4.551412782	2.847535766	2.043567023	3.314067826	3.327271712	1.965769483	2.147952904	1.749140248	2.542568716	1.525758937	2.832427324	1.493332453	2.346546351	1.802377148	1.241468046	1.095479008	2.109448271	1.197167455	2.702233758	1.854502221	1.763874154	2.145772744	3.052199069	1.406914259	1.944085068	4.15416279	0.96829466	0.524444636	2.754821056	1.197856265	2.10164476	3.903164971	3.956984441	1.205781101	2.502371755	2.227562639	2.974815704	3.400490161	1.654134885	1.122602502	2.500693862	1.863142092	1.247800815	2.034811153	1.079925208	2.242514151	0.08872139	4.049746301	2.628942429	2.586525128	-0.84973032	2.105733061	3.931065297	1.661306622	2.21725983	2.743813141	2.909600867	2.812044005	2.256744186	3.088535799	2.384773774	3.812491251	4.960403766	2.669284533	3.287378116	2.496255898	3.230549721	3.330892364	3.323440309	2.162396958	1.967126027	1.402928802	1.591734158	0.801446297	0.823480513	1.007371048	-0.026300016	-0.086752953	1.520646003	0.850524355	-1.166863482	0.472443605	1.231224987	0.762791951	1.015729795	1.070070848	0.997457873	0.773184083	1.265514885	-0.704446809	0.015334169	0.763570574	0.223204884	-0.472141486	-2.430975603	2.810010123	0.443956135	0.21043479	1.146982406	1.223721298	0.620877923	-0.671853065	0.62749641	0.931840913	0.148824348	1.242951825	1.327423099	0.127467304	0.425530796	0.690468103	4.271017711	-0.21507982	0.245654796	1.03287817	1.756276093	-0.265135661	0.185721733	1.999797138	0.719098917	-0.26247862	-0.61667703	-0.297130114	0.420974403	0.12779373	0.910966849	-0.221149451	1.590966859	3.134409813	0.726304018	0.458055218	1.164020031	1.509776857	0.986761412	0.569227673	0.489127078	0.778965418	3.08158197	0.358378575	0.439246143	0.160143454	1.43099895	0.342063171	1.440969562	1.10049211	0.694697481	0.524806477	1.302752936	1.072164946	-0.133099544	-0.143091392	-0.009578212	-0.59445646	2.633465505	1.517468451	1.048573773	1.45516705	0.339213219	0.719403422	2.460595679	1.496218519	0.224411128	-1.475244962	0.604130753	1.955593366	1.135097527	1.033741713	-0.428691281	0.264900988	-0.278806991	1.561335006	-0.705009315	1.128183234
P043	-1.036876122	1.296270773	1.064592857	2.128981612	0.407504286	3.358737937	0.79755793	-0.703091325	0.85424385	-0.050963671	-0.23749904	0.68718885	2.273265825	0.977530814	5.737561379	2.469002905	1.6109481	0.427675314	-3.71452207	1.705103163	-1.071209794	-0.756800399	1.367525631	2.326863422	1.058037467	1.729412866	3.614799751	2.521266488	0.824189672	4.229229699	1.95314798	1.048647991	0.816376427	2.693477903	-0.614420062	1.688394335	1.905971548	-0.409884053	-0.075916341	1.524287958	0.366747445	2.304404688	2.711408808	1.874658033	2.261092575	0.525002663	2.777602365	2.767354033	0.105863804	3.085166731	-1.364543502	0.652150132	0.84641253	0.683236451	-0.264507861	1.438742	2.330406569	3.196696486	1.446694166	3.222807786	1.810671803	0.037155605	0.01097124	2.801916641	2.817490347	0.048243269	1.668102879	2.889691459	1.426810383	1.167203751	1.98598441	0.465786568	0.275303586	1.333717202	0.7349991	1.416560941	1.749826752	-1.385523544	2.776379192	-1.964975276	1.297973875	-0.76185047	1.544599565	1.497829964	2.881289684	2.139529091	2.240540199	1.988514552	3.294203072	0.200355496	0.734936767	0.68199908	0.820244464	1.61101683	0.316272689	1.410562997	1.284622226	1.807915323	0.088955502	2.62136755	-0.291970064	-0.403166249	2.368639045	3.255691671	1.127784729	2.124349035	2.014566864	2.642447698	-0.090142165	0.747647254	4.727468028	2.362289473	0.639330603	1.1557055	0.363191908	0.212230561	1.647264991	0.747446929	1.912265527	3.005984312	2.436415677	0.391827009	0.978484156	2.902199775	4.064897585	2.548961273	2.602778559	3.280021919	0.769788749	3.412884146	1.664585023	2.997462736	3.912127028	4.285890068	0.87048109	2.751447054	2.922532919	2.474229929	2.292803949	3.791588418	2.681444276	2.379768199	3.548157117	2.37315571	2.211947281	2.823999118	1.688468937	1.34332966	2.435997897	2.731053407	4.438211578	2.340981808	2.01835487	2.194638139	3.165229444	3.75721808	3.177988217	3.366249057	2.682644351	2.014408768	5.435357089	3.619029427	2.775074945	2.010057069	1.725525269	2.427026221	1.771623254	2.970241274	1.323325019	2.535926776	2.644241813	4.291269754	4.099998219	3.157421853	2.035547986	3.489738315	1.187939937	2.315360083	2.514742892	3.602808507	0.375601999	2.790571395	4.153314481	4.86323382	1.883477298	3.506974639	1.723493196	2.368376587	2.126340985	3.632812479	3.689262672	1.857952101	7.221520834	3.921829494	2.962431338	3.199587037	4.110548192	1.421702853	1.837155903	3.675002621	2.469006064	2.574793334	2.945343666	1.78231757	4.424033397	4.047851188	1.023996083	4.681425768	4.140691619	2.797032865	3.333762443	2.321248765	3.048348454	3.906047308	5.344384953	1.616752676	2.054408227	4.154273667	0.436305032	1.977308857	1.900112074	0.967083343	3.704448857	5.649218327	3.289342518	2.896089048	2.62263039	2.316710013	3.235356906	3.291417584	1.043766364	2.502103095	3.204621815	2.341072637	4.416208001	4.165984275	2.831878298	3.951452297	2.403338385	2.343507324	4.495565133	3.706226475	3.605220978	2.987511384	2.80950736	3.957353267	4.642741439	2.640885136	1.935966682	3.1199196	4.078551544	2.325302934	2.81903442	2.515574412	4.186953422	3.264055857	0.178355155	2.667573876	1.93243125	-0.3391144	3.490371878	3.341788505	-1.573093114	-2.781056873	-0.528564431	-1.588253778	-0.274036908	1.637121642	-2.641354653	-1.036107534	0.761321117	-1.455077661	1.909466513	-1.882312388	-0.314471519	-1.401015931	-0.78295319	1.760889691	-1.136901163	0.094854701	-0.773685606	-1.745378965	-2.361005719	-1.144411171	4.704092433	-0.438829961	0.257515687	0.398174969	0.407239624	2.826452134	-1.33880925	-0.825665903	-1.165812617	0.512567076	-0.602333706	-0.732131221	-1.785039687	0.317389323	-1.442304274	5.944858331	-0.119929488	4.621552177	-2.523651304	-1.621113514	-0.919220863	-1.807203782	-0.501773518	-1.764933455	-1.182134306	0.794769078	0.033626455	-1.78649262	1.625372111	-0.173001704	1.008071896	-0.572485409	1.711915491	1.795356986	-1.236339395	-0.654210515	-1.52022721	-0.271048309	1.839631151	0.607522023	-0.824328283	3.810032303	-1.408206576	1.25599221	-0.915862032	-1.532321828	0.617593315	2.552168827	-0.275360029	-1.312076972	-0.598130888	-0.413493103	-2.774262796	-0.626047792	-1.296775491	-1.856629492	-0.341197496	-1.384809335	-1.498909648	-1.822811484	-0.655548328	-1.903364303	-0.875976497	-0.764845922	-0.689443809	-2.066172855	-1.548976231	-0.536541883	-0.832499284	-0.128436156	-1.409115532	-3.091987093	-0.560431591	-0.009793774	-0.164985985	-2.10186981	-1.282283647
