label	GINS3	STAT1	DNAJB11	EXOSC1	DSG2
1	0.298461914	1.982606411	0.684145212	-1.143758655	1.017131805
0	-2.373394966	1.262732148	0.197427928	-2.129646778	0.113613367
1	0.192752466	1.364610553	0.822731137	-0.960042834	1.804985285
0	-2.519224882	0.191167861	-0.35482204	-2.191328049	-0.354961038
1	-1.540692568	0.675278723	0.550048709	-2.32686758	0.114536613
0	-2.113337994	0.123972118	0.234322071	-1.81444478	-0.655187726
1	-1.426332235	2.328418255	1.036401033	-0.820027828	0.378124058
0	-1.854614019	0.365563273	0.244644046	-2.198343992	-0.61464721
1	-1.984706521	1.381690741	2.358346701	-2.076020956	-0.487177968
0	-2.022295713	0.209674239	0.088099539	-3.023709059	-0.50349921
1	-2.878428698	0.589299798	0.829844713	-1.684352517	-0.13707149
0	-1.61857295	0.626433969	0.44776243	-2.406179905	-0.972006679
1	-1.466788292	1.604115725	1.204461932	-0.18772471	0.915634453
0	-1.637767196	0.347888231	-0.009838939	-2.68599081	-0.220915318
1	-0.410231352	1.503823876	1.446200848	-1.129679203	2.272666454
0	-0.922418475	0.307889253	0.14546904	-2.65121603	-0.443918973
1	-0.778584003	2.324250221	0.742539942	-1.215100884	1.767858982
0	-1.702949166	0.021518022	-0.316575497	-1.958029628	-0.46279034
1	-0.933655918	-0.18356812	0.038708121	-1.919123888	0.994390845
0	-1.902491689	-0.100475192	-0.286631346	-2.230683804	-0.338339806
1	-1.118442059	0.888388634	0.307161629	-1.540345788	0.746603847
0	-0.935591221	1.123353601	0.109785751	-1.819319963	0.049512729
1	-0.819772363	0.098507404	-0.206403971	-2.627905369	-0.172605634
0	-2.659727097	0.786936581	0.104613245	-2.029299736	0.154433191
1	-1.504215002	1.539654136	0.317248344	-1.161756992	0.159592211
0	-1.812186003	0.233354926	-0.38011539	-2.936827183	0.04835546
1	-1.078339338	1.276070476	0.616334796	-1.334376335	-0.49391672
0	-2.535116196	-0.032657802	0.151004821	-2.123064518	0.213578582
1	-1.114004493	2.07195878	1.168613076	-1.120825052	0.91528964
0	-2.349881172	0.230758309	-0.613407016	-3.009736538	-0.013595343
1	-1.026093125	0.531060338	1.723843813	-1.645272851	0.606400073
0	-1.8174963	0.188541293	-0.222608924	-2.148019075	-0.5727005
1	-0.138999477	2.087728262	0.950205803	-1.295437455	0.603826642
0	-1.595544577	0.384866029	0.271336108	-1.601743937	-0.781267166
1	-1.665889263	2.063280821	0.351235688	-1.35051477	0.059146643
0	-2.822445154	1.265619278	0.063563287	-1.563051939	-0.677576482
1	-1.872448564	2.202612638	0.913562834	-1.276040554	0.400369227
0	-1.715231776	0.113286823	-0.215724319	-1.682177901	-0.185410529
1	-2.291329861	0.275559396	0.387554348	-1.199157119	0.350938976
0	-2.191666365	0.872218847	0.054465175	-1.342040062	-0.82983309
1	-1.278107166	1.20447731	0.567490518	-1.292756796	0.158888206
0	-1.075527668	1.343498707	0.411926746	-2.253160477	-0.34745425
1	-0.251070023	2.07243824	1.331501126	-1.652010441	1.81703949
0	-1.180447459	0.171208233	-0.37580958	-1.576010823	-0.241764814
1	-1.040335894	1.857860804	0.778725147	-2.35035944	0.070813008
0	-1.426571369	0.35321027	-0.458161592	-1.89172554	-0.623145163
1	-0.382809937	0.813670516	0.696387827	-1.571236014	0.482313335
0	-1.282384634	0.528475046	-0.48097074	-2.182248831	-0.6477319
1	-0.898295701	1.305839539	0.200594649	-2.062709332	2.172218084
0	-0.69332993	0.75075531	0.081331298	-1.658438563	-0.240658179
1	-0.200582698	1.607028842	1.098906398	-2.089945078	1.535920143
0	0.286063194	0.238866091	-0.174313486	-2.775072813	-0.892938554
1	-0.750646293	1.169237256	0.345945805	-2.693507195	0.380105197
0	-0.746691227	1.022370219	0.471769333	-1.394035935	-0.485043287
1	-0.044247627	0.182790339	-0.160506129	-2.411425114	-0.843640327
0	0.560666621	1.913461208	0.633834779	-1.152122259	-0.293100476
1	0.079483598	0.369646162	0.733874798	-2.406123877	-0.894680858
0	-0.122312427	0.241583943	-0.145546794	-2.025323153	-0.491914988
1	0.392828882	2.38542819	0.825011611	-1.652563095	0.022291377
0	-0.474760503	0.146003276	-0.013925821	-2.001684427	-0.986907363
1	0.287356555	1.648981929	0.866113663	-0.927166939	0.295523942
0	-0.538677752	0.169960439	-0.350320518	-2.27261591	-0.655601561
1	0.05889824	0.955486119	0.552469254	-1.121454954	0.504145026
0	-0.745787024	1.03785491	-0.438418388	-1.938637495	-0.823137403
1	-0.057343781	0.779817522	0.239587158	-1.439493656	-0.359501064
0	-0.450839698	1.386688471	1.011846304	-1.330647707	-0.066196449
1	-0.792205095	0.594811618	0.092271358	-2.259945393	-0.951300979
0	-0.438275486	0.583114266	0.819022655	-1.779703021	-0.773545802
1	0.007998228	0.397727072	0.340433955	-1.965372443	-0.123984396
0	-1.854095459	0.880035818	0.541026473	-1.897016048	0.215051949
1	-2.197410822	1.218530059	0.469234735	-0.980383813	0.857010365
0	-1.453993201	0.570506573	0.184868932	-1.65843761	-0.349026322
1	-1.659938335	0.909137189	0.834731102	-0.789994121	0.294799149
0	-3.37122345	0.308289498	2.448878288	-1.80176425	-0.223335207
1	-1.707377195	0.984169483	1.858668089	-1.287891865	-0.041957408
0	-2.379796982	0.543938398	0.650587678	-1.52547884	-0.802221417
1	-1.632292867	2.237457752	1.090051055	-0.87925005	-0.068437412
0	-2.596157551	0.522838473	0.677908599	-1.379297018	-0.668230712
1	-2.240463972	0.796397328	1.436879396	-0.466288865	0.555253088
