P011	14.707106	-15.134278
P096	14.115752	-14.966922
P097	14.128599	-15.082698
P041	15.004979	-15.376934
P043	15.038933	-15.723455
P052	14.33544	-15.495151
P062	13.62104	-14.270025
P068	14.465378	-15.79203
P069	14.394426	-15.7028475
P007	14.210528	-15.068459
P027	14.735906	-15.1321
P037	14.419652	-15.743262
P008	14.522597	-15.795753
P012	15.009194	-15.379255
P018	15.062182	-15.626467
P021	15.007397	-15.786618
P023	14.938784	-15.27315
P030	14.524594	-15.797785
P032	14.375629	-14.957317
P034	14.104028	-14.846952
P042	14.995688	-15.361955
P059	14.781178	-15.898597
P109	14.900302	-15.86344
P050	14.126014	-15.059331
P075	14.973666	-15.327308
P002	14.321803	-15.500219
P055	14.799585	-15.893035
P040	-14.994107	14.39125
P044	-15.784763	15.003247
P101	-14.470905	14.090616
P049	-15.638333	14.6904
P053	-15.827107	14.862763
P060	-15.154869	14.6812315
P070	-15.664273	15.025682
P061	-14.696407	14.438683
P110	-15.267762	14.919768
P014	-15.016447	14.332644
P026	-15.2579975	14.431439
P028	-15.391781	15.067907
P009	-14.862665	14.530302
P006	-15.482475	15.045991
P067	-15.788078	15.022804
P017	-15.715193	15.231917
P046	-15.143309	14.855377
P057	-14.677716	14.328612
P105	-15.714099	14.754396
P031	-15.332912	14.437777
P003	-14.473861	14.131657
P047	13.408386	-14.039512
P056	-12.920313	12.855119
P025	-14.714637	14.086961
P054	-12.829623	12.753931
P004	-13.960933	13.669612
P005	14.022686	-14.600248
P010	13.652571	-14.325221
P013	-14.196238	13.781279
P015	-12.848085	12.782836
P016	14.045538	-14.786853
P022	-13.317955	13.176228
P099	-13.605267	13.456047
P029	-13.706724	13.478091
P035	-13.344029	13.179801
P036	13.371227	-13.97973
P100	-12.96013	12.870529
P045	-12.852996	12.789079
P102	-14.08556	13.748754
P058	-15.129505	14.252669
P103	13.079372	-13.66999
P065	-14.786797	14.185874
P108	12.792112	-13.352933
P104	-13.521874	13.3290415
P107	13.649209	-14.324251
P074	-13.834909	13.515131
P076	13.524939	-14.164373
P095	-13.854923	13.531737
P019	-14.240246	13.991411
P024	-12.841208	12.787739
P051	-13.209862	13.112603
