P006	-3.8565078	-0.035608098
P008	-4.4425282	0.9069773
P010	-2.9950898	3.596559
P015	1.1800623	-2.5544765
P096	-4.8758063	-1.2016708
P018	-2.8669646	0.6592717
P019	-3.8335652	-0.3562293
P021	-1.1515259	-3.5442002
P022	-1.0116324	-3.4565427
P026	-3.6586266	-0.9448967
P029	-2.5845792	0.23145014
P034	-2.320754	-0.223629
P036	-2.4427955	-1.6412971
P038	-2.8888152	0.7933176
P040	-3.0868347	-0.53378105
P042	1.5524586	-2.60614
P100	2.126451	-0.8846437
P043	1.872731	-3.2425332
P044	-3.1445332	3.962034
P046	0.26303467	-0.94864833
P047	-3.040271	0.23399879
P048	-1.8207703	-0.4520031
P050	-0.36296496	0.19801022
P102	-2.0367692	-1.6336962
P053	0.7573891	-1.6170212
P060	-4.880219	-0.7684673
P062	0.3943896	-2.7186317
P063	1.765874	-1.6762494
P065	1.1216221	-1.8239208
P106	-2.8187416	-1.007095
P066	-2.23492	0.53160197
P067	-1.4694581	-0.6169992
P068	-2.5942008	-0.3816371
P108	-0.8606705	-1.484812
P069	-4.651462	1.1407479
P004	-2.6870553	4.269352
P113	2.610667	0.23423296
P082	1.863874	6.067788
P087	-3.0519419	3.8601975
P056	3.6899896	-3.1579912
P104	2.6170256	-0.11059557
P001	2.184035	-0.75381714
P002	2.8118162	5.3730555
P003	-2.5578	1.3259158
P007	-3.5730507	-1.4466962
P095	-0.5963913	-1.3775706
P009	-0.45970082	3.1632144
P011	2.0941348	6.4067264
P012	3.2130244	-1.5278598
P013	0.8333939	-4.7605157
P014	2.4309015	-1.7815651
P097	0.42670098	-2.1328218
P016	1.622202	5.246809
P017	-1.2034703	-2.0798955
P023	2.1504407	-2.3946023
P025	-1.1023989	2.5562968
P027	-3.1457586	3.0989966
P028	-2.8887024	-1.5520198
P030	-0.6815231	-2.54007
P031	0.7708893	-1.9708873
P033	3.547455	4.2861705
P037	-3.5935926	-1.694936
P039	4.3944597	1.6972057
P041	3.59149	-2.7700045
P049	2.744455	0.90127575
P051	3.8101459	4.2966294
P055	3.6143243	4.9274855
P057	3.4923215	-3.5558093
P058	3.2716541	-3.7558858
P059	0.86305785	-4.675976
P061	-1.0016817	-4.459456
P064	1.7532986	0.23945288
P105	3.9447596	3.157484
P071	1.9661219	6.033636
P114	3.2935424	2.3610742
P080	3.0737798	1.725685
P081	0.5965472	-3.124373
P111	0.5315271	0.96289307
P090	-2.4921114	1.8265755
P005	2.290966	5.5058494
P099	0.51760036	6.4623356
P032	1.5769985	7.818938
P035	1.1780872	2.6968327
P078	3.3225257	3.5778668
P084	1.9978467	8.808209
P088	2.4133832	7.434636
P076	0.69538283	5.6823173
P091	-4.581315	2.5777118
P024	4.295176	8.590165
P101	0.8932943	5.0837727
P052	4.0065312	4.2407956
P054	2.0925581	6.993783
P103	4.6534567	7.8517947
P107	3.121895	6.758778
P109	3.6925535	7.744043
P070	3.344526	8.181281
P110	4.425963	7.004092
P072	1.3650391	9.521813
P073	1.5191398	8.894989
P074	3.4235704	8.249059
P075	2.354436	8.508423
P077	2.5576596	7.936198
P079	2.8434918	9.490226
P083	-3.879613	1.5831349
P085	3.7856913	6.23752
P086	1.24403	8.350286
P089	1.271434	3.6024437
P112	5.1579313	7.725812
P092	2.5023754	8.726749
P093	2.1242847	8.724537
P094	0.09737654	5.392313
