SI	P001	Q9NYV4	1.821419487725313e-30
SI	P001	P49336	6.131552822126762e-22
SI	P001	Q14004	1.3630850925091184e-27
SI	P001	Q96Q40	1.3630850925091184e-27
SI	P001	B4DK03	7.840134779708123e-29
SI	P001	P24941	1.4339509000045663e-12
SI	P001	Q13555	8.326841144209515e-09
SI	P001	Q13554	8.326841144209515e-09
SI	P001	Q00536	1.0255867899730049e-24
SI	P001	P50613	9.094211426959765e-26
SI	P001	P50750	2.48640972403892e-28
SI	P001	Q8IZL9	2.48640972403892e-28
SI	P001	Q00537	2.188846393203862e-25
SI	P001	Q96Q15	0.0013752945555648697
SI	P001	P11802	6.313512870338004e-25
SI	P001	Q13557	1.5659471958106078e-08
SI	P001	Q00534	3.1925229409135442e-15
SI	P001	O94921	3.1925229409135442e-15
SI	P001	Q59FC5	3.20106797751958e-25
SI	P001	O14757	0.00028379065551091103
SI	P001	B4DH08	6.3441486859967575e-24
SI	P001	O75116	6.392290892797968e-28
SI	P001	B4DFW7	4.568216653056101e-27
SI	P001	Q2NME9	4.568216653056101e-27
SI	P001	Q9UPE1	4.568216653056101e-27
SI	P001	Q00532	4.568216653056101e-27
SI	P001	Q9Y4A5	0.0025320147774797685
SI	P001	P49760	8.533910131680122e-28
SI	P001	P20794	1.4650832475450742e-24
SI	P001	Q9HAZ1	1.4650832475450742e-24
SI	P001	O76039	1.7195673070923244e-22
SI	P001	C9JQJ0	4.5406387124106933e-26
SI	P001	Q96SB4	2.2515233457021754e-18
SI	P001	O96017	3.762962952698083e-08
SI	P001	Q9UPZ9	3.3363348869999266e-09
SI	P001	Q13464	1.6428080902981625e-17
SI	P001	Q8IVW4	1.5469936812157555e-18
SI	P001	P06493	5.688263953544534e-05
SI	P001	Q7KZI7	0.011058744698827809
SI	P001	Q8IWQ3	0.011058744698827809
SI	P001	P49137	0.0022472927216161793
SI	P001	P22694	0.0029003336447014413
SI	P001	Q00535	7.568321439233909e-10
SI	P001	O95747	7.321155227791556e-09
SI	P001	Q9P289	7.321155227791556e-09
SI	P001	P51817	0.00410358985266501
SI	P001	Q9P286	1.0301009253561664e-08
SI	P001	Q00526	8.168798010560265e-06
SI	P001	P17612	0.00399930134505372
SI	P001	Q8IVH8	3.041759086684363e-08
SI	P001	Q7RTN6	2.7367612940457048e-08
SI	P001	C9J3X5	2.7367612940457048e-08
SI	P001	O94804	2.4860442977948048e-08
SI	P001	P22612	0.0013049019985592783
SI	P001	O00506	2.4006056496862873e-06
SI	P001	Q9Y5S2	2.270743389810669e-11
SI	P001	Q1KKQ2	0.0005008400576907146
SI	P001	Q13177	9.286584766288206e-08
SI	P001	Q92918	2.7817715912611925e-06
SI	P001	O96013	1.627776958260976e-06
SI	P001	Q16644	0.06190129230596032
SI	P001	Q5VT25	4.946526855791655e-12
SI	P001	Q09013	1.709688534396344e-11
SI	P001	O43318	4.912223996142413e-07
SI	P001	Q9C0K7	0.0005834004013711813
SI	P001	Q5TCX8	5.25414682089825e-07
SI	P001	P42345	1.0218152156606812e-17
SI	P001	Q8N4C8	0.0005534766119964171
SI	P001	P43403	0.6113124811453694
SI	P001	Q8IW41	0.14426256025146894
SI	P001	P23458	0.8918435786904937
SI	P001	O60674	0.8918435786904937
SI	P001	P29597	0.8918435786904937
SI	P001	P52333	0.7784906677993694
SI	P001	P08069	0.7340033448626508
SI	P001	P14616	0.7340033448626508
SI	P001	Q12851	4.735425205152934e-06
SI	P001	Q9BYT3	4.776027166589059e-15
SI	P001	Q8N2I9	4.776027166589059e-15
SI	P001	Q9BXA6	4.776027166589059e-15
SI	P001	B7ZKY2	4.776027166589059e-15
SI	P001	Q9NYY3	4.2266627657537264e-05
SI	P001	O94806	6.759998354486747e-09
SI	P001	Q8IY84	0.7733283747597957
SI	P001	Q15772	3.05524044003143e-07
SI	P001	B2RCU6	6.886063919946804e-07
SI	P001	Q9UKE5	2.5581843090674977e-07
SI	P001	Q6SA08	3.160096110078551e-07
SI	P001	P43405	0.2688243898509989
SI	P001	A4CYL7	0.9814711091324045
SI	P001	B5BUJ6	0.9814711091324045
SI	P001	P42684	0.3378960400635702
SI	P001	O75962	2.258696720138728e-06
SI	P001	Q96RU8	6.94927671025033e-05
SI	P001	Q7Z2Y5	2.3283084758842913e-07
SI	P001	Q16288	0.449888072190167
SI	P001	Q96QS6	6.235573368294604e-07
SI	P001	P06213	0.9431943618548311
SI	P001	Q02763	0.7952274497133038
SI	P001	P35590	0.7952274497133038
SI	P001	Q9BZL6	7.784174141737533e-08
SI	P001	Q9BWU1	0.027189688041247172
SI	P001	P11309	0.005125114914596482
SI	P001	B4E0Y5	0.24937984091974771
SI	P001	O15075	5.24611891138885e-07
SI	P001	Q9P1W9	0.0037276313497148343
SI	P001	D3DPF9	6.524041873393571e-09
SI	P001	Q32MK0	6.524041873393571e-09
SI	P001	Q15131	1.8781621857290754e-05
SI	P001	A5YM56	3.1512984818011282e-09
SI	P001	Q9H1R3	7.023682427623357e-09
SI	P001	Q13153	0.0004688803822974973
SI	P001	Q8IVT5	0.1865616813309049
SI	P001	O15530	0.5348808673865226
SI	P001	Q96RU7	0.000696082647842743
SI	P001	Q9C098	0.000696082647842743
SI	P001	Q8N568	0.000696082647842743
SI	P001	A6NGQ3	0.000696082647842743
SI	P001	O60229	0.0003609457527225955
SI	P001	Q53TX8	0.00041364967267110614
SI	P001	D3DRA1	0.00041364967267110614
SI	P001	Q15746	5.0245974184037845e-09
SI	P001	Q92519	2.7205862689516784e-06
SI	P001	Q96RG2	0.22563471464368356
SI	P001	Q9Y2K2	0.907166361875496
SI	P001	P21127	0.00046046577896124275
SI	P001	B2RDF9	0.0015386453624103582
SI	P001	Q16566	0.0017831002857044678
SI	P001	P11801	0.001846411101672599
SI	P001	Q96PN8	0.001846411101672599
SI	P001	Q96PF2	0.001846411101672599
SI	P001	Q13043	7.773575553191194e-07
SI	P001	Q9H2K8	6.325532177474986e-05
SI	P001	P21860	0.3136829940095156
SI	P001	O60285	0.9358595889506224
SI	P001	P27448	0.20808028843719256
SI	P001	Q9Y243	0.0864607838827221
SI	P001	Q8NEV4	5.191432327383003e-05
SI	P001	P04049	0.17226722182232004
SI	P001	Q96L34	0.7609174196335274
SI	P001	Q13233	0.0006573825430530696
SI	P001	Q6ZN16	0.0006573825430530696
