	cancer~0	cancer~1	cancer~2	cancer~3	cancer~4	cancer~5	cancer~6	cancer~7	cancer~8	immune~0	immune~1	immune~2	immune~3	immune~4	immune~5	immune~6	immune~7	others~0	others~1	others~10	others~11	others~2	others~3	others~4	others~5	others~6	others~7	others~8	others~9
P31040	123.741029	102.7596877	205.1167668	88.85241196	174.02956809999998	85.05249822	68.87997452	119.5687507	30.41360671	28.05719281	24.74662031	17.90672615	39.6014533	36.05103122	15.37277906	0.7614122090000001	17.16795029	101.0984779	103.4686593	20.82311004	12.43647038	66.6263465	102.40856219999999	21.379036300000003	62.88994174	20.12143923	23.58397815	38.20060546	73.82122134
P42771	79.50102718	62.32064993	128.2066348	64.56663043	121.72944609999999	71.84976629	43.71858185	65.97551199	18.79246971	32.96756484	18.72304776	12.75776226	27.13688933	33.32781811	15.43111826	0.9917712540000001	11.26985719	115.44309390000001	87.2141348	12.58579509	9.620422059	79.65823239	90.86792015	19.01304835	49.28185193	14.11102399	16.14532102	38.68100371	14.38298675
O75347	539.9375776	528.8170428999999	759.7970024	491.7193338000001	579.4747513	388.36559439999996	373.4520957	387.19658480000004	121.63146950000001	140.1677336	134.9568176	110.14752450000002	160.3020556	145.306925	107.9634322	1.963513053	68.00103125	484.3564141	208.1389591	105.7596068	52.690205000000006	241.46785970000002	575.4186434	95.78785566	243.9605629	92.24661095	112.2946025	163.4056087	35.89159704
Q7Z406	278.3173796	224.90005449999998	456.7205562	253.62093019999998	374.2509887	181.4160653	152.28163999999998	261.9353011	54.61561582	61.38726112	72.63163837	40.04984231	91.86136463	94.61123859	48.8138875	0.693298599	25.78625674	273.4925459	188.1732843	70.66136424	41.6479213	152.7847882	258.95905719999996	57.46464764	121.7799368	66.55303185	75.54600002	78.37784287	31.16348692
Q9NQP4	184.11849619999998	189.97115559999997	297.3083238	184.37578430000002	227.0112415	177.0605989	90.63301475	125.0632547	45.604728200000004	39.38691867	44.13766004	33.83762499	59.56091265	53.03531456	30.07001608	0.456069365	18.53134986	170.8984755	100.84998259999999	40.8714749	24.93381515	106.405185	164.9594355	41.43491164	95.60723202	41.47281111	52.77391955	58.85742611	15.03486713
P00966	129.95995459999997	74.55150592	134.24475959999998	100.5880313	107.0165472	68.64517582	56.60273727	80.71758220000001	21.8912884	19.4310844	20.02732827	13.25962418	33.32418365	23.48670024	17.06066103	1.923987656	11.40919762	83.74505853	51.80648727	17.65002634	10.54689651	52.19466705	87.18372049	19.67301976	52.41091712	21.1370867	17.10767702	25.60524341	16.08088171
P07954	185.79242050000002	137.3176432	328.9909193	156.108917	264.7066905	147.44324980000002	108.8130507	182.2933955	49.64939687	45.43367921	43.89697407	30.63051487	74.42233837	57.58558119	24.81443185	1.475050982	30.47482398	187.577674	109.5784787	39.36235672	22.80950185	113.7383377	186.4309064	44.41836733	90.93288779	37.31246214	43.30069585	58.44315264	27.17397999
Q9BY32	71.5860662	40.34466904	112.1661814	52.02718066	94.64218539	52.58867116	37.48852986	76.45349517	14.02592906	25.14899755	13.6232761	11.03857702	21.88944737	16.71237777	10.61932208	0.21225598899999998	9.780728559	66.23752974	66.08607296	14.76483438	11.65036073	57.11910273	59.33947269	20.02174405	32.97462159	9.774408431	18.57321503	21.78092739	9.090020984
P63173	778.9089244	631.8997095999999	1122.118171	635.7467573	940.7485713	559.9769987000001	427.05942350000004	634.6088752	160.17964130000001	162.2468408	171.6806752	127.0586212	227.23264480000003	197.4344979	129.7123073	0.617103408	92.87749362	648.8092074	297.34461539999995	144.14877130000002	85.06408193	369.69906230000004	670.8854827	164.3332186	387.1817249	157.6862122	170.1205742	213.7179504	84.86309451
Q5EBM0	74.30434251	58.84578201	112.73021580000001	67.01762009	77.65557864	49.6457326	39.55674764	62.65738718	14.13396342	17.41583159	18.27109489	13.10524624	26.6751124	22.01589467	11.73529558	0.588849312	7.943237357999999	57.60932543	40.08121408	11.33218769	9.899277982000001	30.78269768	48.30298138	9.796870992999999	29.00988339	10.88500355	14.29024589	20.12069304	9.026396231
Q15758	230.5279199	170.39570569999998	270.6670889	187.03244840000002	198.12893119999998	161.5119976	135.487761	141.3321414	54.06865486	47.32208567	55.50369246	28.37860812	51.55095088	47.33615	40.08472198	1.646335888	24.09665432	181.2905435	59.40791727	38.3559726	27.81167025	107.2556737	172.5470564	46.9889482	92.18172468	37.57131183	39.54527362	56.03178014	5.347274147
P52434	114.9096592	90.9979236	180.5397545	107.1814467	143.09374609999998	88.68387153	67.11419794	105.2338428	28.30182479	26.88430887	28.61658115	20.41108149	40.44085004	34.54432818	19.58258932	0.801541944	15.23252703	96.58675522	32.43126964	26.06350013	14.96863887	50.4201823	103.673581	23.93777545	53.62646755	26.42904801	28.72746665	32.45125235	7.0150636660000005
O95831	102.46538690000001	115.4018476	125.9223701	86.65798362	98.4917949	53.03574129	69.65342856	70.04172244	19.71220901	23.39679342	25.39720083	25.87868873	28.8750932	25.29712899	21.2527473	0.921319766	12.83182488	104.4911974	45.92644804	23.37123613	7.353152364	60.39273235	116.02326979999998	15.61230803	41.68421248	22.15826616	19.78287692	24.58744813	7.5841827
P50416	16.65872121	11.28725354	25.27315409	12.31147907	19.24511576	8.956255006000001	8.883787219	15.58972522	2.572586298	1.888624273	2.7409673289999996	1.802432459	5.364927028	2.914946731	3.093997078	0.990328364	2.458046995	12.78144257	11.13436748	3.275675661	2.078539742	9.617746179	15.76766233	3.517388059	7.657600942999999	3.294095108	3.1163209889999997	3.53536175	4.497098441
Q9UM54	22.57499683	18.30073688	41.02207579	20.19327442	32.0971917	13.62317317	11.44066941	23.24378649	6.241342604	4.349759184	4.324509517	4.0882196639999995	7.134194872999999	6.953653182999999	3.398911755	0.869754435	2.619345868	22.33986229	26.66580976	6.7334893760000005	3.090681268	17.15369427	17.90812681	4.712275159	8.96686797	6.171315141	7.937120216	6.1322184779999995	4.27726707
P62306	549.0695167	459.99629389999996	907.9818117000001	527.2596776	715.746309	463.1872324	354.48139249999997	511.80568370000003	136.67688700000002	143.3780377	126.55656110000001	115.3365124	190.17538009999998	163.51778249999998	93.89960289	0.515598927	79.23243547	419.7567348	218.2643545	118.29674820000001	57.02656698	254.5673978	471.187966	111.024449	273.3955274	115.57601580000001	131.8869851	177.00156859999998	48.35421115
Q9NR30	247.71061459999999	231.27937540000002	405.3678548	196.4067115	320.003446	210.94485669999997	153.07969530000003	213.43420780000002	58.44443685	55.16796199	60.31114544	36.5858436	87.40671935	57.992706299999995	41.94248873	0.203776705	42.22373739	210.08317110000002	125.4600655	58.85540628	24.89804318	128.1644872	235.026539	67.84530926	125.1390318	63.18759211	59.74972445	63.43129673	19.40149889
Q4G0N4	28.84070454	16.93057501	42.31373645	20.22507316	29.97593127	15.14564871	14.07371049	26.59483515	6.195616314	5.405381139	5.82539342	3.660044291	9.798353441	6.682956128	4.831407205	1.10128691	5.071636475	21.10796673	10.36465571	4.065703938	2.800717407	13.05851453	19.19036466	5.206354414	13.29249883	4.030979812	4.010817236	7.346785805	3.21563487
P53999	3696.081759	3045.9647440000003	5673.712613000001	3218.74098	4554.610726	2725.67283	2375.1808809999998	3045.797748	851.0172613	838.4608385	865.8649568	669.2320114	1248.9172800000001	901.1424097000001	517.8719511	1.086846226	430.07264280000004	3275.138336	1449.5019730000001	758.3477561000001	445.205226	2081.986755	3392.1254740000004	844.8145158	1764.688095	817.6310132	915.1102772	1094.7446	298.13178910000005
P00338	2093.0843440000003	1856.099497	2951.1113600000003	1554.370797	2373.196628	1383.911981	1244.067994	1667.340116	455.58476680000007	467.489636	404.6650312	249.94041299999998	657.7456363	566.6884468999999	280.5713462	0.549766761	221.0656663	2251.923201	1446.300608	491.75720830000006	228.04118019999996	1307.962452	2259.778123	436.6629892	1070.683224	486.5017745	557.8421985	601.2078179	227.198421
Q9Y3B3	153.95611780000002	107.505075	212.7353346	126.5848817	190.3440282	95.84873046	84.32965243	121.3410733	35.24641399	32.79773337	30.97177015	19.95868285	43.88650266	38.19904402	20.04108272	0.9672153	15.48172671	124.0518531	81.49610193	32.26546508	14.88048853	82.83755194	139.55399730000002	34.75449095	70.58905569	30.94157752	33.683291100000005	42.58307936	15.79364047
Q9Y617	87.93068467	61.053613	97.5047762	74.96609468	73.34799945	51.56687	48.55598283	49.84735001	13.31325586	13.11945176	18.19287887	13.63375097	21.95297213	18.14635571	12.53830268	0.826078132	10.62245604	63.37716737	26.52421515	14.82418964	9.71466397	37.19556615	67.14859883	15.85786098	39.09914258	14.41161897	14.19085525	18.00689916	4.396893114
P32455	643.5328019	500.03760669999997	1047.3410720000002	611.42331	806.4111019	496.42721839999996	432.30527699999993	565.2465201	141.8073591	203.5100909	150.7654179	130.331728	236.12204640000002	193.57262830000002	110.67723400000001	0.71974818	79.33368107	607.442445	340.20718519999997	126.245101	82.60583919	414.9642128	599.0273501	137.96377180000002	320.8214262	121.9888507	147.2410421	228.29787090000002	21.4556411
O00244	173.51081259999998	139.7164264	327.7754672	142.64560480000003	237.72923280000003	144.0022291	111.2786327	187.4020648	53.0667073	62.2980039	44.69190245	40.76461318	70.62688687	56.90550106	30.87789941	1.5445685059999998	26.51487057	144.1238125	81.94817507	30.17949377	19.69458411	103.0237306	156.38593459999998	30.31174385	92.44178633	32.12883421	40.31883058	64.37663477	14.32654739
P62258	3941.6217020000004	3413.69379	5651.785008	3297.354577	4676.9711369999995	2422.866852	2232.5950420000004	3536.82559	782.4249679999999	832.4840283999999	764.4855193	522.8335088	1159.450135	1062.9342	554.4266504999999	0.7159412270000001	411.09771839999996	3223.201872	2283.806172	943.9290163999999	417.64874610000004	1914.7353690000002	3356.595069	715.0720302	1711.0810760000002	912.3050929999999	1013.00955	1031.868774	525.012541
O00273	32.99608331	24.17242919	49.41140644	28.68419987	40.93735737	21.75572668	20.13949672	28.43561334	7.430768335	8.102440977	7.250241508999999	6.196579325	10.69788287	8.423468754	6.296475856	0.494863586	5.1885512160000005	25.27598347	9.783157349	5.687828948	3.483254348	14.39448664	27.91948584	7.213456312000001	15.36896712	6.215690808	6.395627471	9.259903407000001	2.321027951
P62333	229.4740233	167.13945969999997	279.26532569999995	147.35618449999998	204.86842140000002	131.8021888	117.6160297	159.11688759999998	35.88647262	33.87739497	46.49593502	32.6915696	57.07220688	63.93117167	37.51329687	0.285251482	16.04429242	151.3556386	100.4339114	32.20480193	26.67379131	77.25433799	136.5796991	29.33084262	98.42545876	32.75400988	30.268702299999998	61.58246871	33.11055568
P62847	579.6980388999999	417.6029267	819.0878666	470.2017427	646.9304739	451.7928018	347.72007110000004	434.32281820000003	140.05590049999998	131.59754669999998	129.0555994	81.45662372	160.95149650000002	141.56400559999997	91.11064644	1.731754037	62.17021036	432.6672131	194.0070365	97.28196607	59.85012921	235.3576705	435.5070853	106.51817	273.62789869999995	106.5710773	113.7714301	170.8950784	66.23981183
P52597	417.3446952	327.6037854	686.0335801	353.4760695	542.4571376	333.4272856	258.7706084	358.5679437	111.0373896	115.9233567	92.44645937	69.50790611	146.4628949	113.48180990000002	69.71660928	0.218905357	58.2639277	341.31307830000003	162.9384815	85.32280345	44.31084363	209.44321609999997	384.02164	94.89393894	208.41632230000002	82.57711986	95.44868882	128.8762235	43.59437264
P33316	125.7358597	100.6254253	210.30314180000002	114.4082223	170.3023382	109.13278659999999	92.95595969	115.2980197	24.79382822	24.50253315	35.61618269	24.2021845	45.59009172	32.88452203	22.98041815	1.5546368609999999	21.74249844	96.78966148	53.71107632	24.26920579	17.14137101	71.72627314	105.31208640000001	30.69132596	61.54858896	30.83179447	29.69459809	35.00000575	7.483775726
Q15424	68.98967533	55.66287361	118.2813565	65.18653776	86.24446921	55.81271087	41.08670139	63.37054846	19.76452157	19.07399426	17.92069053	16.20136638	22.70597257	23.56589979	12.44878516	0.490424586	10.46448119	50.36036066	19.18663694	16.29613775	6.825478559	27.09218088	59.21248789999999	14.34588117	35.57364802	15.75234496	18.06553021	21.7911426	2.7136603580000003
P62899	865.2509626	640.8474227999999	1203.822884	678.5426579	966.6104805	617.7766511	516.9342379	694.4708833999999	205.5832917	159.8400907	199.16798	148.6878362	237.9785651	188.8729402	132.0399595	0.28958622	109.42082820000002	728.7340601	314.3227501	169.0504346	94.46112156	438.4127859	806.4992137	200.4721954	373.16817339999994	184.897552	196.67475249999998	220.3627067	63.546355000000005
O43396	131.6862848	130.6468839	263.2185224	120.4506212	214.6905871	120.86506990000001	92.76781639	122.88519679999999	34.15858934	46.76021841	34.2484652	29.34455072	47.03127354	56.15760475	25.30017136	0.985472183	19.25312704	155.6432106	124.03957109999999	33.69173269	18.93653004	98.6350516	132.3057761	35.22218818	75.55523548	32.44802739	38.94506999	60.01894508	5.124213551
P46778	711.9494599999999	548.8036127	1045.789808	520.7446193	862.5532134	500.5062544	405.9997211	574.9166703	160.6277843	139.272396	158.253423	114.8012845	224.66665469999998	156.4930103	100.5962184	0.587363533	72.95714529	587.443287	346.77419360000005	121.1374885	72.78652906	411.09307060000003	622.6891267999999	163.2323603	337.7552952	146.61583149999998	160.3996995	176.1213438	106.41734699999999
P11142	4887.458705	4222.770843	8233.281878	4341.28222	6651.3259450000005	4085.3998159999996	3151.629783	4445.564431	1179.953319	1269.295623	1211.790938	848.185027	1721.1384600000001	1418.49695	870.4294033	0.576626028	661.9433142000001	4641.4267549999995	2574.6592170000004	1012.419318	571.8356755	2591.1573710000002	4635.668154999999	1078.8244320000001	2423.0180969999997	1007.8512910000001	1195.7138109999999	1512.485678	642.5077811000001
P38646	1339.160392	1109.3548150000001	2211.360558	1150.568733	1757.3124480000001	1115.103597	845.3998801000001	1178.498333	327.0000659	328.96984879999997	333.89755610000003	227.98345989999999	447.16374800000006	387.844629	224.99976719999998	0.6909155290000001	179.7028522	1207.4901300000001	676.5507959	267.3192788	154.94188390000002	638.094333	1212.0250839999999	330.7573893	680.8098886	286.6318267	297.60213089999996	399.1815523	142.1406285
P26368	234.6971616	189.90936430000002	326.4673159	196.1523794	268.7826024	183.0014925	134.09066370000002	152.85283069999997	57.60522266	59.21688418	53.10814082	38.14606717	61.98103029	57.71445293	39.97553271	0.797937646	26.11250779	174.45780580000002	65.45804428	45.57690924	22.36937309	91.80969884	194.4194025	44.08444475	107.27968759999999	46.01566484	53.811458200000004	64.24249664	21.15793157
Q53LP3	5.014385847	2.22821315	10.03624931	2.616160995	8.537211545	3.61674747	2.17019418	6.310633512999999	2.303491855	1.56260425	1.277759096	1.275718592	2.515439954	1.7669983619999998	0.4720362	1.873071269	1.0471070040000001	3.226586125	2.268956077	1.195156978	0.272942691	1.8149746390000001	3.583719795	0.7450502090000001	3.213864795	0.42439790200000005	0.803423515	3.0293422999999997	1.306924138
O00764	55.97632796	49.65784303	81.84603259	36.71089476	70.64970606	36.26706927	30.00988655	48.57096146	13.84879496	14.77191315	11.65018849	6.377707405	20.82491269	16.89638961	7.216669727999999	1.8056962109999999	8.381894535	58.90954592	25.35828595	10.82686188	5.554956336	32.57404432	60.67208403	9.91641603	28.35141924	10.64681789	11.77306843	19.1123076	6.684340604
P14868	213.7153898	181.838887	346.3442217	188.4930571	281.2674773	156.07171340000002	130.32332730000002	192.2729735	51.28252707	53.37317878	45.731787	35.33564932	75.25577692	65.20688366	33.6195171	0.5547400170000001	31.03542417	189.6951646	105.4388878	43.9235299	22.17131915	109.0093319	189.3182052	42.41990489	106.6484892	43.44649314	47.65032432	65.73783802	28.07173069
Q9Y3F4	158.5885959	123.3547498	241.6801001	136.20394819999999	203.38710849999998	122.1228425	89.13450083	147.545365	35.39377401	40.84639605	33.48704237	25.60270669	49.74124844	43.88232735	27.70913657	1.0431371170000001	22.01799007	119.04938090000002	71.74491062	32.96813644	17.94280374	69.75479353	125.0642879	33.39114964	72.37302625	29.93271735	37.064662899999995	44.00079564	13.30441263
Q9UHX1	65.56458389	44.32858341	107.18498799999999	62.66081004	88.84244752	49.4898996	36.12586398	57.30904606	20.16444769	17.64077039	15.75684843	10.69616321	20.95005989	21.10265231	9.143223391	0.358490751	11.83653924	53.3559969	24.56491546	13.43031872	6.624435554	33.85087124	54.42777078	16.20554247	33.14411959	13.28131278	15.03647655	20.86347981	4.083385763
O75907	5.4357216379999995	3.039200515	10.74553523	2.430364045	9.231271513	3.198009765	3.2142496339999997	7.157705922000001	1.9715122999999999	2.131212408	1.133023547	1.2485620929999999	2.153819994	1.964398118	0.541056843	0.8261114340000001	1.251603616	4.1064377830000005	2.302573974	1.244581009	0.417272377	2.6536734859999997	5.3222419169999995	1.3910501769999999	3.767112894	0.9826754590000001	0.8061145759999999	1.8741208969999998	1.635364922
P00492	222.043344	183.8141339	351.7069992	174.37463469999997	279.6828651	153.85993390000002	140.8016273	206.72499230000003	59.50656873	60.1123912	48.3221441	35.6204204	77.69547317	65.22083399	33.80805442	0.828728107	31.37544625	209.10691530000003	83.0147518	51.16783368	21.95214164	108.59293810000001	224.72392819999996	46.06987125	120.90207679999999	53.88489992	55.46701675	68.34693474	16.75820663
P63104	4448.48462	3990.762118	7213.261063	3401.334713	5612.323864	2917.768914	2631.0779390000002	4204.313708	987.4324249	1013.3868890000001	845.1545722999999	677.1164253	1547.265518	1233.071535	654.487742	0.244821765	496.43406500000003	5003.53465	4094.7878020000003	1104.2478130000002	521.9938114	3255.415924	4746.251779	958.6541446	2295.230768	1133.7135130000001	1275.349457	1425.766719	832.7946694
P31689	62.13977569	59.83304105	118.6895111	56.2308047	104.3362254	62.38521108	42.70318078	64.56489583	20.00830478	19.25351065	17.05626884	14.2309476	21.74719126	18.96837155	12.09981718	0.470544096	9.938336387	55.62759004	40.36707222	13.34776475	7.0341674979999995	37.97422183	62.37522439999999	16.16477468	36.00874598	13.84500083	17.21892508	23.36417528	7.219813884
P51665	58.23416339999999	59.24985935	118.57618670000001	55.480345400000004	96.69518659999999	59.27541275	41.17925311	53.72528808	17.88803513	17.18796259	15.94622813	10.11304764	23.93739504	20.63929584	8.596479213	0.875399965	10.07165751	69.03471961	53.70343907	15.80445244	9.529769137999999	48.79462156	63.99086835	16.90891135	35.62461463	12.672389	16.96960464	23.20013623	6.142617294
Q9NYF8	76.61961081	56.63929352	119.0965586	63.95217058	88.85480029	52.52335547	45.07968747	58.92853836	22.42790409	21.81305169	18.67773982	13.52075789	26.26191684	20.70446989	11.84922127	0.611074891	10.24631858	54.92198385	19.83224745	14.28500501	9.011481482999999	27.4490432	57.43632241	15.7224266	35.06874861	13.46177263	16.04615129	24.06758996	3.5948171660000003
Q14244	8.235930239	5.4757379429999995	15.95147342	7.030445948	15.84974945	4.993223335	3.071324244	12.43950699	3.2932763130000002	2.659905749	2.294190603	1.250398135	3.2975484039999996	3.3494329869999997	1.83751682	1.028110453	1.6793421480000001	8.224270796	5.582220593	1.541678111	1.174284806	5.244905796	6.479070158	1.6131567430000002	4.954198488	1.6165665230000001	1.83423352	3.045955839	2.114465465
Q16666	311.6372257	247.1521609	481.85391960000004	294.6691111	398.718935	257.6740342	179.24024169999998	277.22139930000003	74.2495353	72.50523006	75.92286365	58.98894757	105.8227096	95.05615131	50.16805346	0.431965227	37.51948152	259.6113315	121.16281129999999	66.89444507	36.95945172	163.7924377	273.4424319	67.38839714	150.9313745	66.76396184	80.68376623	96.72918463	19.53976199
P46783	824.5365711000001	626.9905052999999	1431.536736	670.771692	1136.058419	669.0564929	517.130004	742.694191	231.9493955	171.7461032	192.7170658	127.3657317	287.4844398	218.44949869999996	113.15634579999998	0.489304722	104.93291699999999	862.9607107	667.1756482999999	169.61264309999999	112.0231199	595.7546202000001	850.7464023	215.03716040000003	426.0604058	167.8161302	189.6641853	268.5479268	191.0897466
P53367	23.88588212	18.53994116	40.6475089	17.34497204	32.24835884	14.87730921	11.97116938	22.48627101	6.8847916829999996	5.167695322	4.983504872	3.296318005	9.427971637	5.651597879	3.572887396	1.0140497259999999	4.260093738	24.00531462	16.13012431	4.58711793	3.6995478889999998	17.79831961	23.71332497	5.307232337	11.379994900000002	4.734202441	5.312964128	6.3460135929999995	2.794765787
Q9BRR6	4.428537565	2.255371	9.632857845	2.465624771	6.7895405129999995	2.8481100410000004	3.065179512	6.689167024	2.386246286	1.7298009540000001	1.268110881	1.476900791	2.164050905	1.597475218	0.7402374279999999	0.975880344	0.79288938	2.1779177830000003	1.4529820180000002	1.120389295	0.288917465	1.806414795	4.048775763	0.967721238	2.149451897	1.03065063	1.253530042	1.94371323	0.24562870399999998
Q9UBX3	38.91674983	31.98518283	93.49030722	62.13211754	51.25281334	29.69535181	30.92388053	30.73693647	3.14610708	9.234667053999999	7.925544395	14.21267719	29.32145566	11.70195125	4.970039405	1.216368683	10.42513626	47.42133886	21.32604761	21.14633589	12.62763382	38.26005502	66.66249378	25.64619794	22.79113687	12.02573359	17.51974599	14.80034423	2.73016297
O95373	66.63646447	51.24436194	115.5270067	52.65446174	97.08583506	51.48973752	40.29434025	59.72455597	17.55890532	18.65806684	18.28406824	13.47858139	22.11825842	18.33002182	11.34457634	1.026436147	10.14285169	56.1655294	39.32901289	11.22928764	7.485899217999999	39.34734551	56.56706977	12.4153634	32.5875692	13.27726675	14.41883941	21.26082676	7.734406674
P16070	204.4490448	171.52146480000002	389.1235463	158.0786103	304.14370460000004	155.0896687	131.9561007	218.9841494	58.37061039	54.66279144	50.20573835	37.76402606	83.91491588	52.57230206	27.72524178	1.88444304	33.78209959	220.735814	165.8057612	40.98901187	24.027576500000002	160.4401127	234.63518509999997	53.12937308	105.52821570000002	52.28006534	50.08775361	64.34601634	54.08532425
P99999	584.2513775	451.53263949999996	834.9202715	511.85598110000006	696.9322986000001	410.42260550000003	335.72882339999995	475.69401600000003	124.8241107	140.715256	137.3592951	99.30863945	173.7687024	149.0590332	88.54347376	0.899228528	66.30170086	477.44573629999996	268.13860609999995	120.8317149	70.17886551	310.1878903	502.64763880000004	128.702563	262.426335	119.5013902	142.1891501	160.2917469	25.71377381
P05198	320.241986	258.9363358	505.5197688	284.81253960000004	396.5724233	239.9334653	183.0144696	291.5155014	73.66421805	74.00391259	75.59995019	59.00927442	108.6587331	91.91614038	51.94774237	1.237872468	45.83820587	262.9093813	129.9695281	62.82920566	40.92182088	156.5035251	278.8433751	68.22030982	146.4074071	67.23555984	74.00658044	89.40534973	26.60047482
P35998	155.58219640000002	131.7511452	239.297733	141.684191	191.0282006	119.8292399	90.92452653	137.3422051	34.32444208	37.82693798	37.66773312	30.84122946	52.44334869	46.92904978	24.31935778	0.44227977799999996	20.95561377	140.23101450000001	57.91927638	32.40163429	18.67074318	72.30581557	142.2972585	29.32190732	74.99251707	32.29475147	37.02133861	44.18905481	15.34192963
Q9NT62	342.1695664	298.360177	420.75359069999996	276.05572639999997	339.6572829	241.57134539999998	306.5129417	214.05917000000002	89.61862205	69.38294171	68.57792924	54.81583929	87.67914261	76.61411843	50.25063804	1.308690368	22.71247242	241.9581545	152.4937004	57.46134976	28.37166675	230.12310970000001	274.549626	59.19434914	136.46278869999998	69.52928134	102.51871740000001	97.02724929	22.1903276
Q5K651	25.15068172	10.13128435	29.79699277	16.46189949	23.02521136	10.33242752	10.09303764	18.38477531	3.757726603	5.9447617070000005	3.2964527319999997	3.086749255	6.129490917999999	6.864766375	2.440410347	1.054575419	2.460322923	14.35525045	21.68325502	3.342195316	1.7631170880000002	11.47183117	13.81831185	2.772989262	10.47688582	2.8368761539999996	3.3210273339999996	9.432344579	6.36223397
Q5JRA6	23.79746827	19.9415973	46.67185395	14.31733016	27.34876676	17.53743137	17.01068313	39.785656	10.19584345	9.708090008	4.076815343	8.274804042000001	9.740681612000001	4.002253002	10.01729306	0.7342207	2.655353582	17.20315493	11.37217837	3.397224069	2.475256794	8.68882037	17.49470208	5.2493653369999995	7.692230952	7.1241989939999995	3.892573857	8.391497408	8.426246545
P30084	164.31431830000002	130.6849531	267.2172786	136.78717790000002	209.2971881	125.3093471	98.46129769	157.3659696	30.81046082	40.1537877	38.70827385	27.00148004	64.31698927	53.78374949	21.88069497	0.9373733870000001	24.63576071	147.83429219999996	102.64495490000002	33.80146741	17.00427387	89.68587055	155.7503888	34.99565017	79.20134118	34.08903457	35.11993888	53.23906397	20.11982718
Q9BZG1	4.649603627	3.42770994	14.98951808	2.620858685	10.73233536	6.231764616	3.6891423569999997	7.239663875	2.96312194	2.107153132	1.8782111830000001	1.319856001	3.369143078	1.92888101	1.5863842680000002	1.132418553	1.036087054	5.427220352999999	3.5960350119999998	0.873224432	1.079439242	3.7050212080000002	4.761261188	2.002006137	3.120240955	1.6820612380000002	0.732993819	1.989008331	1.257863685
P50990	522.3023843999999	414.4572896	827.3362165	434.67460539999996	680.4818607999999	402.6909903	305.79768870000004	444.7500619	114.0334203	132.165076	111.05708999999999	85.26563025	178.415695	145.75797849999998	76.17791948	1.505933086	73.19140695	491.50997930000005	288.3974474	106.93442390000001	59.93278955	304.9679841	516.2152737	120.42234850000001	266.42316719999997	109.70155829999999	124.6283946	164.8450795	57.16934925
Q99986	9.31498142	6.8476002760000005	14.58284961	6.570638685	13.67330661	5.2678835589999995	7.236037125	6.289526861000001	4.922848113	3.4297692719999997	2.348274453	2.317876188	1.9076215090000002	2.7300229910000002	1.486242835	0.44073275100000003	1.488583475	5.961891379	2.075137085	1.884372109	0.622838553	3.4319244789999996	8.723905249	1.6269594930000002	5.831277835	1.400382585	1.889408921	3.1849119999999997	0.91163639
Q9H4G0	9.643903329	5.2427158060000005	11.28482668	6.152568698	8.881566478	5.315813947	4.484867875	8.569408811	2.0000055359999998	1.3472230790000002	1.760711022	0.9090431459999999	2.6355193740000002	2.056559305	1.144525346	1.075546231	1.832033512	5.96869535	2.20266237	1.71537817	0.62412225	3.827974175	6.041318465	1.6852938919999998	3.9730611710000003	1.5454822	1.236904969	1.885283667	0.530085881
Q16769	54.12404144	51.16804812	72.61216867	57.19789782	64.23756491	20.34690596	21.94877481	60.45880304	6.724774745	7.296013251000001	10.80061786	7.202277992999999	14.68599969	19.85298413	6.259104741	0.274070247	2.962472338	47.44685905	42.58624964	21.97022725	9.131158582000001	26.54988732	39.75819186	12.13725418	18.66438982	21.10921708	18.50214417	16.20849372	12.44396755
Q6NYC8	3.150447316	2.478207806	9.786908728	2.022949406	9.070729006	4.536473185	2.77921264	4.6639558139999995	1.78230682	1.602692284	1.39755526	1.144456405	1.76148088	2.355245018	0.762998473	1.045152184	0.930414728	6.433421336	4.534007366	0.638270809	1.252145279	7.037390293	5.85120358	0.955246785	2.496454961	1.022261605	1.4315070980000002	3.180219482	0.623190983
Q9BUF5	664.1324492000001	513.5443257000001	813.4325054999999	604.5546275	680.5887801	417.39009730000004	393.18418280000003	466.0548511	144.85777190000002	111.02811059999999	143.0530344	105.9146522	172.8953583	132.6242796	87.40737708	0.308680515	44.92170334	623.1826587	290.7899447	118.0759159	90.44977136	413.2726568	575.4364649	147.6755808	289.95725110000006	154.113011	184.97617169999998	178.7401502	46.27639895
P06730	49.72694213	40.55394218	94.91624873	34.3804366	73.57691617	31.26532903	26.44557181	54.99927055	17.45580184	14.23465755	10.25105783	8.079017085	19.17374349	15.49301767	7.045664629	0.220465427	7.594857245	53.85241218	57.25609734	12.31372794	7.308194057000001	43.0835219	50.21223992	11.52280126	27.92922343	10.48727902	14.50545121	19.81678256	11.51698775
P47813	119.97421999999999	96.79357092	210.4298795	91.30286447	175.7761236	96.06713733	75.52268082	107.7894172	36.13396465	29.820307899999996	22.12819287	19.38233953	40.72835277	31.95653607	17.33825992	1.152886273	18.96671684	144.7564332	134.4785842	28.92477706	13.73591499	121.39986950000001	139.9248919	29.05575946	68.00884434	28.53552538	32.82789493	49.24067627	34.33118507
