	cancer~0	cancer~1	cancer~2	cancer~3	cancer~4	cancer~5	cancer~6	cancer~7	cancer~8	immune~0	immune~1	immune~2	immune~3	immune~4	immune~5	immune~6	immune~7	others~0	others~1	others~10	others~11	others~2	others~3	others~4	others~5	others~6	others~7	others~8	others~9
Set-06-1-N	0.056977895	0.0	0.005745758	0.046905340999999996	0.0	0.07570733	0.0	0.0	0.078147605	0.055822402	0.10342121	0.041576842999999995	0.12155250000000001	0.0	0.014391872	0.012548513999999998	0.040691239	0.0	0.04373174	0.0	0.108829751	0.086701733	0.0	0.016296553000000002	0.015452786000000001	0.0	0.045983601	0.0	0.029515326
Set-06-2-T	0.075309705	0.0	0.06786890799999999	0.05992365	0.034631365	0.061191040999999995	0.0	0.0	0.023487361000000002	0.0	0.068553698	0.058851029000000006	0.059279095	0.032159101	0.054056109000000005	0.038511822	0.105461455	0.0	0.040698476000000004	0.0	0.06567012700000001	0.060672519	0.005506119	0.0	0.078950775	0.0	0.0	0.009217644	0.0
Set-06-3-N	0.068720223	0.0	0.005867165	0.0	0.025618966	0.092126007	0.0	0.0	0.011758791000000001	0.044337965	0.020239992	0.043423203	0.101178807	0.025706958	0.073559325	0.046363615	0.09445550400000001	0.006322374	0.030625565	0.0	0.062164482	0.093031327	0.005653846	0.0	0.099442813	0.016946318000000002	0.0	0.032456752	0.0
Set-06-4-T	0.106944161	0.0	0.0336998	0.090754935	0.015102137	0.047444840999999995	0.0	0.0	0.080581348	0.0	0.06857725	0.010881353	0.079754552	0.045143757	0.0	0.048404834	0.108873571	0.0	0.079296529	0.0	0.029344232	0.040533799	0.0	0.041529212	0.064277892	0.0	0.0	0.0	0.008855797
Set-06-5-N	0.077680423	0.0	0.008699506999999999	0.094697929	0.0	0.019253298000000002	0.0	0.0	0.077286722	0.089669162	0.026300652999999997	0.028812877	0.11755530000000002	0.015862878	0.022660776	0.091918351	0.026039126	0.0	0.06715136299999999	0.0	0.0	0.036581162	0.036995296000000004	0.006316781	0.10323846199999999	0.0	0.035059187	0.0	0.018220746
Set-06-6-T	0.050691517	0.0	0.0	0.058035471	0.039367335	0.052185432999999996	0.0	0.0	0.25275224	0.049114752000000005	0.071139306	0.061171022	0.055173597000000005	0.029264769	0.027861355	0.01390857	0.07067647099999999	0.0	0.070880615	0.0	0.023398715	0.046255397999999996	0.0	0.001553712	0.026569722999999996	0.0	0.0	0.0	0.0
Set-06-7-N	0.082321883	0.0	0.008062537	0.071737421	0.06898531299999999	0.046736448	0.0	0.0	0.0	0.08514150300000001	0.055857584	0.09975403699999999	0.020206101	0.058376906	0.0	0.004351641	0.02215519	0.0	0.04827526	0.021841691	0.107645505	0.09504318	0.0	0.0	0.052936257	0.0	0.039840346	0.010731196	0.0
Set-06-8-T	0.09155423800000001	0.0	0.053602399	0.033031441	0.035458752	0.031175629	0.0	0.0	0.07302927599999999	0.088605567	0.053519429	0.013487559	0.06657794	0.018172400000000002	0.0	0.060011333	0.04402978	0.0	0.059991245	0.014165552	0.087269809	0.06545263	0.0	0.063202466	0.006124704	0.0	0.002058297	0.0	0.039479553
Set-06-9-N	0.080873928	0.0	0.0	0.021113003999999998	0.015420163999999998	0.039647751	0.0	0.0	0.114608055	0.0	0.040676009	0.067220368	0.074587727	0.079934231	0.0	0.0	0.040771582	0.0	0.047926392000000005	0.0	0.064212958	0.103457237	0.0	0.012491459	0.12434942	0.0	0.05204343	0.0	0.020666287
Set-06-10-T	0.111816339	0.0	0.068183987	0.094857624	0.063899635	0.036353078	0.007354497	0.0	0.04896994599999999	0.018227263	0.107975062	0.0	0.014601781999999999	0.046507165999999996	0.0	0.0	0.053367642	0.0	0.108378714	0.0	0.009389161	0.085553514	0.0	0.08080446299999999	0.001763545	0.0	0.0	0.0	0.041996582000000005
Set-07-1-N	0.045187682	0.0	0.024707916	0.065843888	0.0	0.069795251	0.0	0.0	0.014485373999999999	0.017841461	0.11154637699999999	0.039943025	0.081317381	0.019979553	0.0	0.086879035	0.103615865	0.0	0.07311901	0.0	0.086350094	0.066852367	0.0	0.0	0.0	0.01364513	0.0	0.010415786	0.068474803
Set-07-2-T	0.03797313	0.0	0.000188365	0.080234338	0.0	0.012910835	0.0	0.00850868	0.183161591	0.0	0.080633419	0.078300713	0.024368759	0.022900791	0.057233337999999995	0.054807014	0.068216336	0.0	0.086569812	0.0	0.04686065	0.043375708	0.0	0.02540368	0.056947329000000005	0.0	0.0	0.031405511000000004	0.0
Set-07-3-N	0.06354205	0.0	0.022390258	0.0	0.002254754	0.0	0.0	0.0	0.099954294	0.089267913	0.062804278	0.057054663	0.075139551	0.0	0.03641681	0.05820833	0.07963553599999999	0.0	0.068881661	0.0	0.134594498	0.107652922	0.0	0.00326117	0.035868699999999996	0.001631531	0.0	0.0	0.00144108
Set-07-4-T	0.053526675	0.0	0.061950135	0.128732675	0.011858981000000001	0.073548113	0.0	0.0	0.011508837	0.042046716	0.08358024	0.08525276	0.022232727999999997	0.0	0.0	0.061463372	0.115193004	0.0	0.083935045	0.0	0.08632029199999999	0.035747401	0.0	0.023431615	0.0	0.0	0.01967141	0.0	0.0
Set-07-5-N	0.09044674800000001	0.0	0.113116954	0.003857808	0.0	0.02382442	0.0	0.0	0.058614568	0.0	0.030744592	0.051204745	0.038214782	0.061002704000000005	0.004061849	0.079532489	0.110099246	0.0	0.06301622700000001	0.0	0.063558495	0.053027172000000004	0.0	0.091133946	0.020853265	0.000136877	0.0	0.014441165	0.029111946
Set-07-6-T	0.124361993	0.0	0.073717172	0.040316194	0.023723393	0.030988251	0.0	0.0	0.088415127	0.0	0.075335095	0.0	0.060639320999999996	0.0	0.02085722	0.087013011	0.049856594000000004	0.0	0.11123092300000001	0.0	0.068964313	0.037977144	0.0	0.014381293	0.041205972	0.0	0.018305608	0.0	0.032711375
Set-07-7-N	0.123224875	0.0	0.056151492000000004	0.017893116	0.0	0.042473326	0.0	0.0	0.055508992	0.0	0.093298224	0.055054715	0.078468318	0.0	0.011229002	0.010225309	0.036030964	0.0	0.045814567	0.0	0.110369574	0.055724799000000005	0.0	0.104083106	0.039315817	0.0	0.032176065	0.0	0.032957739
Set-07-8-T	0.054627275	0.0	0.032869722000000004	0.064472851	0.0	0.067178988	0.0	0.0	0.07222455400000001	0.028964932999999998	0.077481895	0.0	0.028507382	0.0	0.023052936	0.073791215	0.083566773	0.0	0.082382867	0.002575753	0.060617925999999996	0.10012885	0.0	0.081422418	0.061055785999999994	0.0	0.003715875	0.0	0.001362001
Set-07-9-N	0.111358733	0.0	0.080576473	0.039269733	0.0	0.037695348999999996	0.0	0.0	0.034500964	0.043268872	0.081661037	0.0	0.001325864	0.00489121	0.0	0.09184965099999999	0.118370475	0.0	0.059425093	0.026130531000000002	0.011635363000000001	0.129582061	0.0	0.086755384	0.025445037	0.0	0.001823988	0.0	0.014434183
Set-07-10-T	0.083775563	0.0	0.10188002	0.059542192	0.043838645999999995	0.020094728	0.0	0.0	0.023344200000000002	0.08515234599999999	0.046537987	0.053975623	0.0	0.0	0.060525284000000006	0.021540677999999997	0.088611074	0.0	0.09661507400000001	0.00953433	0.040013576	0.11681042	0.0	0.032104132	0.0	0.016104128	0.0	0.0	0.0
Set-08-1-N	0.137782396	0.009699761	0.016322343	0.013008423	0.0	0.0	0.0	0.004443738	0.0	0.022708506	0.053831815	0.0	0.004959376	0.0	0.09788788300000001	0.03003835	0.070008675	0.0	0.05214976	0.040353462	0.14458000099999999	0.034373185	0.0	0.166440745	0.000267995	0.074557816	0.026244139	0.0	0.00034163
Set-08-2-T	0.13162220000000002	0.0	0.09960127	0.0	0.0	0.0	0.0	0.025505201	0.0	0.027061947000000003	0.024043269	0.038166593	0.043797927	0.0	0.000356753	0.078739234	0.051542160999999996	0.0	0.045921759000000006	0.063214051	0.096047983	0.06328838099999999	0.0	0.147493844	0.008194793	0.055402633	0.0	0.0	0.0
Set-08-3-N	0.116672754	0.0	0.032226298	0.0	0.0	0.0	0.0	0.069043055	0.053538188	0.07703362400000001	0.0	0.0	0.024747433	0.0	0.035860908999999996	0.026839466	0.08421768	0.0	0.013643278	0.07800969	0.10452017400000001	0.07336941599999999	0.0	0.158358572	0.000921658	0.014533713	0.036464092999999996	0.0	0.0
Set-08-4-T	0.09238091400000001	0.0	0.032640293	0.163288729	0.0	0.0	0.0	0.051873052999999995	0.08573772699999999	0.040708227	0.0	0.017803266	0.032748293	0.0	0.022810551000000002	0.042585324	0.047327405999999995	0.0	0.022164517	0.061865485	0.093550944	0.034925762	0.0	0.070162533	0.017874528	0.013363337	0.002260178	0.041928635	0.012000297
Set-08-5-N	0.101623725	0.03913148	0.0	0.018499723	0.0	0.0	0.0	0.0	0.06759775400000001	0.005644995999999999	0.022048862000000002	0.035574994	0.061671635999999995	0.0	0.033541826000000004	0.032308041	0.07694666	0.0	0.041846619	0.119685661	0.097956856	0.040816827	0.0	0.116875696	0.0	0.046725910999999995	0.0	0.016607268	0.024895465
Set-08-6-T	0.123695223	0.009306594	0.0	0.0	0.0	0.0	0.0	0.049975229	0.040163862	0.06451681	0.030497661000000002	0.006792846999999999	0.052342084000000004	0.0	0.0065233819999999994	0.014709571999999999	0.047258447	0.0	0.048195228	0.073547609	0.11575990300000001	0.045627376	0.0	0.145100501	0.017333638000000002	0.040401993	0.046340047	0.021911994	0.0
Set-08-7-N	0.095495032	0.0	0.00801059	0.013931424	0.0	0.0	0.0	0.09672882099999999	0.06149627	0.08635196	0.0057805569999999995	0.02035861	0.036080491	0.0	0.009869913000000001	0.039075142	0.001736495	0.0	0.044378139000000004	0.041889807	0.122457911	0.066840571	0.0	0.172587569	0.0	0.0025561060000000003	0.020962111999999998	0.010446127	0.04296635099999999
Set-08-8-T	0.10285288599999999	0.0	0.07793655	0.09872061900000001	0.0	0.0	0.0	0.044231047999999995	0.052382505999999995	0.029337477999999997	0.002656214	0.0	0.064848403	0.005543736999999999	0.040111947	0.038973967000000005	0.031656436	0.0	0.06321983099999999	0.046843515	0.070682893	0.082643059	0.0	0.09734826	0.023186929	0.0	0.0	0.017405552	0.009418168000000001
Set-08-9-N	0.076108647	0.001512464	0.064687175	0.022485607999999997	0.0	0.0	0.0	0.0	0.021799481000000002	0.054866957	0.0	0.018536888	0.000948652	0.007235826999999999	0.071476597	0.072370095	0.061613287999999995	0.0	0.03333341	0.094997654	0.08822462	0.02601925	0.0	0.121459641	0.0	0.100761134	0.016517893999999998	0.027695044	0.017349675
