P024	1.0,5.3565098e-05,1.0,1.0,0.9999959,1.0,3.0900768e-24,1.0,0.9999,7.3310036e-07
P048	1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P066	0.6468703,0.7260277,0.8163315,0.48699713,0.33029264,0.28112248,0.54237694,0.65473753,0.45513728,0.8487631
P063	1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P114	0.728342,0.7275552,0.9024133,0.3919949,0.18410283,0.41031423,0.5074926,0.599795,0.4856194,0.91331273
P090	0.7447732,0.74451286,0.9304919,0.43359333,0.15584436,0.43497533,0.557995,0.63948494,0.45718545,0.92862207
P113	1.0,6.958799e-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.9529825e-14
P038	1.0,5.6431565e-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P078	0.6719774,0.6960842,0.6854892,0.3831626,0.32829446,0.29077727,0.51664525,0.4582585,0.42019925,0.8372374
P082	1.0,7.633393e-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.8919849e-30
P087	1.0,5.8529606e-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.7208074e-25
P088	0.66188043,0.6933465,0.6499479,0.38621706,0.3557214,0.2567942,0.5131108,0.4740365,0.4109636,0.821067
P039	1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P001	1.0,1.9004796e-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.920657e-13
P080	1.0,0.7266234,1.0,0.99999696,0.99999964,1.0,9.862438e-17,0.9999952,0.9999956,0.0042942166
P106	1.0,0.9972432,1.0,0.86988395,0.9999757,0.9999902,6.56001e-09,0.9987253,0.99851763,0.63528246
P081	1.0,0.873382,1.0,1.0,0.9999974,1.0,1.415645e-12,0.9999995,0.99999964,0.0006776452
P084	0.7021493,0.6604692,0.66021603,0.42982015,0.361934,0.2632346,0.4285106,0.52679294,0.38113105,0.80855054
P033	1.0,2.6941171e-36,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P092	1.0,1.6619604e-05,1.0,1.0,0.9999965,1.0,2.1160548e-23,1.0,0.9989002,1.6296052e-07
P077	1.0,0.00020512938,1.0,1.0,0.999955,1.0,1.4727517e-19,1.0,0.99340117,6.8488234e-06
P071	1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P083	0.727282,0.65889645,0.7045337,0.47422153,0.35280168,0.26357016,0.35635033,0.54604816,0.39297742,0.8334676
P085	0.6501717,0.64648855,0.7213428,0.42140862,0.32240972,0.43192005,0.49851668,0.46117833,0.46500322,0.80014586
