P003	0.3299754,0.9458945,0.0012900829,0.9955509,0.99946046,0.61331797,0.00042197108,0.01026082,0.79351044,0.98554003
P096	0.49892727,0.45314223,0.029886633,0.8411231,0.9988786,0.94386834,0.003220588,0.46252602,0.97117555,0.98030835
P040	0.61411715,0.87617725,0.001283884,0.9980972,0.99971426,0.45773545,0.00012519956,0.0016220212,0.4648869,0.9958279
P043	0.7648962,0.543622,0.0015993714,0.99854726,0.9997071,0.21319127,8.767547e-05,0.00016024709,0.08723983,0.9985621
P044	0.81917214,0.6823172,0.00035440922,0.99964225,0.99995315,0.26310295,1.1209186e-05,5.482532e-05,0.10799953,0.9996826
P047	0.5370699,0.75818497,0.058181107,0.85090554,0.95272255,0.6275515,0.04304552,0.3078689,0.8014411,0.83081573
P048	0.42906642,0.7995652,0.012313694,0.9641717,0.9921529,0.44486162,0.003976822,0.023717225,0.61453164,0.94624215
P049	0.47006527,0.8969146,0.00035086274,0.998911,0.9999011,0.38516283,3.695775e-05,0.0005951822,0.517439,0.9972371
P053	0.32912934,0.9357959,0.0013337731,0.99698794,0.99963325,0.6071986,0.00029802322,0.003923893,0.67839354,0.98894846
P056	0.42763895,0.84871006,0.011681199,0.9716228,0.9928868,0.575723,0.004383385,0.03701219,0.63760203,0.9676064
P060	0.40890524,0.94624317,0.001411587,0.99674284,0.99955463,0.66671205,0.0004197955,0.013830632,0.8065618,0.9894222
P062	0.4552175,0.8889166,0.0016171038,0.99380356,0.99926394,0.44845217,0.00029182434,0.005609423,0.7393974,0.9889767
P066	0.49252912,0.89071465,0.0028804839,0.99315655,0.9989493,0.52524835,0.0005978942,0.009740114,0.68506235,0.98386145
P068	0.5501106,0.9581609,2.5220186e-05,0.9999225,0.9999961,0.49140835,1.6348222e-06,9.899409e-05,0.5451134,0.99976707
P069	0.35821778,0.8816075,0.0067436993,0.9803059,0.9965339,0.6293694,0.0029881299,0.028220862,0.69033056,0.96685004
P007	0.5497045,0.75957596,0.002852887,0.9964565,0.9992028,0.32963967,0.0003093481,0.0010237098,0.3059747,0.9938594
P063	0.6608925,0.86023384,0.010781884,0.9593821,0.99303806,0.72973156,0.008312821,0.35444292,0.94473064,0.9309536
